slug,name,source,url,local,sha256,meets,members,overview,charter_ref,facebook,facebook_scope,fetched_at
cemetery-commission,Cemetery Commission,town,https://www.lunenburgma.gov/217/Cemetery-Commission,sources/town-supplementary/docs/board-217-cemetery-commission.html,994909ef8603e95f599e5d51959b553a5d51faa25d9e9b58f5d8cff7515623bc,,"Michael Clark, Chair — Term Expires May 2029
David Dorren, Vice Chair — Term Expires May 2027
Donna Landry, Clerk — Term Expires May 2028","The Cemetery Commission is an elected three-member Commission with terms of three years each. The board of cemetery commissioners have the responsibility to make regulations governing the care, superintendence, and management of all public burial grounds in Lunenburg and to lay out existing public burial grounds and may lot out in lots or other suitable subdivision with proper paths, lanes, and ways appropriate for burial use any other land acquired by the town for burial purposes. The day-to-day care and maintenance of the cemeteries shall be under the supervision of the Town Manager, which has been delegated to the DPW Director as the Cemetery is a division under the Department of Public Works.
Lunenburg has two major cemeteries:
North Cemetery is located on Holman Street at the corner of Highland Street
South Cemetery is located on Page Street off Lancaster Avenue",,https://www.facebook.com/profile.php?id=100069104024321,board,2026-09-14T14:56:35Z
charter-review-committee,Charter Review Committee,town,https://www.lunenburgma.gov/219/Charter-Review-Committee,sources/town-supplementary/docs/board-219-charter-review-committee.html,9e19b34376985d7c22676920dc91059333e397256ff5341a284c18c5c1db3cc1,,,"At least once every ten years a special committee consisting of nine members shall be established for the purpose of reviewing the Town Charter and making a report, with recommendations, to the Town Meeting concerning proposed amendments which said committee may determine to be necessary or desirable. The committee shall consist of nine members who shall be chosen as follows: the Select Board, the Finance Committee and the School Committee shall each designate two persons, the Planning Board shall designate one person and two persons shall be appointed by the Town Moderator.
Persons appointed by the agencies may, but need not be members of the agency by which they are designated. The committee shall organize forthwith following the final adjournment of the Annual Town Meeting.
Members and Contact Information are to be determined.",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
conservation-commission,Conservation Commission,town,https://www.lunenburgma.gov/225/Conservation-Commission,sources/town-supplementary/docs/board-225-conservation-commission.html,1fa796c12902aa30a74a8f97c2e967bef35f9120691116660a58eaae947ba0ea,First and third Wednesday of every month.,"Jenny Pewtherer, Chair — Term Expires June 2027
Richard Bursch, Vice Chair — Term Expires June 2029
Mike Larouche, Clerk — Term Expires June 2027
Mary Wilson, Member — Term Expires June 2028
Teddy Doucette, Member — Term Expires June 2028
Andrea Burnap, Member — Term Expires June 2028
Vacancy, Term Expiring June 2029","The Conservation Commission is a seven-member commission, the members of which are appointed to staggered three-year terms by the Select Board. The Conservation Commission enforces the Massachusetts Wetlands Protection Act and the Lunenburg Wetlands Protection By-law. The Commission also has care and custody of over 24 publicly accessible properties that are permanently protected for conservation and passive recreation.
VOLUNTEERS NEEDED
Conservation Commission seeks 1 Member
To apply, Please go to our Serve on a Board or Committee page, OR please reach out to Melissa Richard",a Town Bylaw,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
council-on-aging,Council On Aging,town,https://www.lunenburgma.gov/229/Council-On-Aging,sources/town-supplementary/docs/board-229-council-on-aging.html,51454b5ce29cdabb4679e9204e30b3bfc731575d8334aad4bbdf08bab33e275e,"9:30 am
2nd Tuesday of each month
Lunenburg Adult Activity Center
25 Memorial Drive
Lunenburg, MA 01462","Deb Lincoln, Chair — Term Expires June 2027
Lou Franco, Vice Chair — Term Expires June 2028
Jane Rabbitt — Term Expires June 2028
Cathy Beale, Member — Term Expires June 2027
Ana Lockwood, Member — Term Expires June 2027
James McGuigan, Member — Term Expires June 2027
Susan O'Sullivan, Member — Term Expires 2028
Elena Christopher, Member — Term Expires June 2026
Jack Rabbit, Member — Term Expires June 2028","The Council on Aging is an eleven-member volunteer board that is appointed by the Board of Selectmen.
""The Mission of the Lunenburg Council on Aging is to advocate for improved quality of life for all seniors through supportive services, programs, and education"". (Adopted 1998).
Please visit The Lunenburg Adult Activity Center page for all the latest events.
Lunenburg Adult
Activity Center Facebook",,https://www.facebook.com/lunenburgadultactivitycenter,board,2026-09-14T14:56:35Z
cultural-council,Cultural Council,town,https://www.lunenburgma.gov/247/Cultural-Council,sources/town-supplementary/docs/board-247-cultural-council.html,bfff9ac05b6ecf10f03b33c03888d7f9efcc3661894920d74d9f4c2c8651e6e4,,"Elise Wiley, Chair — Term Expires June 2027
Donna Saiia, Treasurer — Term Expires June 2027
Daniel Burns, Member — Term Expires June 2027
Karen Kemp, Member — Term Expires June 2027
Kirsten Snape, Member — Term Expires June 2025
Chriztine Foltz, Member — Term Expires June 2027
Nancy Peterson, Member — Term Expires June 2028
Tiffany Warren, Member — Term Expires June 2028
Vacancy — Term Expires June 2025","The Lunenburg Cultural Council is responsible for disbursing funds received from the Massachusetts Cultural Council for local cultural and artistic activities.
The mission of the Lunenburg Cultural Council is to nurture and promote a diverse range of artistic and cultural programs for the benefit of Lunenburg and surrounding communities.
We accomplish this through the annual allocation of state grants for local projects and by producing cultural events using locally-raised funds.
The Council reviews proposals and grants funds to local applicants for a variety of projects that benefit Lunenburg citizens. Local Cultural Councils support community-based projects in the arts, sciences, and humanities every year. The state legislature provides an annual appropriation to the Massachusetts Cultural Council, a state agency, which then allocates funds to each community.
The Lunenburg Cultural Council recognizes that the arts, humanities, and interpretive sciences form an important part of Lunenburg's history, identity, and vision. We are committed to nurturing our artistic community through supporting events that are accessible, collaborative, and fun for Lunenburg residents and visitors of all ages.",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
economic-development-committee,Economic Development Committee,town,https://www.lunenburgma.gov/250/Economic-Development-Committee,sources/town-supplementary/docs/board-250-economic-development-committee.html,5586e59434ec02410a65856a98c246780f96766c78784f1b459f262ee00525f5,,"Joeci Gilchrest, Chair, Member At Large
Ana Lockwood, Vice Chair, Open Space Representative
Cathy Clark, Member At Large
Jeanne Dupre, Member At Large
Judy Dragoslis, Member At Large
Ex-Officio Members
Glen McLeod, Select Board
Matthew Brenner, Planning Board
The Economic Development Committee will be meeting every 2nd Tuesday at 5:30p via Zoom.","Section 1: General
The Lunenburg Economic Development Committee is being formed by the Planning Board in order to better assist, counsel, and advise the residents of Lunenburg, the Planning Board, other Town Boards and Departments, and Lunenburg businesses on ways to promote the local economy.
Section 2: Functions
Mission: The Lunenburg Economic Development Committee is committed to promoting business development that will enhance the character, culture, and commerce in Lunenburg. The Committee shall investigate current economic conditions to provide advice to Town Departments on economic development policy; meet and work with current Lunenburg businesses and prospective businesses; coordinate its activities with the appropriate Town Boards and Commissions; and work cooperatively with businesses and state agencies to retain, develop and promote businesses in Lunenburg.
Section 3: Membership & Meetings
The Committee shall be composed of five regular members serving three-year terms appointed by the Planning Board as follows: One member recommended by the Agricultural Commission that owns a business in Lunenburg and shall initially be appointed for a three-year term; One member recommended by the Open Space Committee and shall initially be appointed for a three-year term; One member recommended by the Conservation Commission and shall initially be appointed for a two-year term; Two members that are residents of Lunenburg, one shall initially be appointed for a two-year term and one shall initially be appointed for a one year term. In addition to the regular members, there will be four ex-officio members as follows: One member of the Select Board chosen annually by the Select Board; One member of the Planning Board chosen annually by the Planning Board; The Director of Planning and Economic Development; and A Lunenburg Business Owner.
After the initial term, all members shall serve a three-year term.
Voting Power: All duly appointed members shall have full voting power; ex-officio members shall not have the power to vote.
Resignation: Members of the Committee shall notify the Chairman of the Committee and the Planning Board of their resignation.
Vacancies: Any vacancies shall be filled in the same manner as the original appointment.
The election of officers including at least a Chairman, Vice-Chairman, and Clerk and shall be elected annually by a majority vote of the Committee.
A quorum shall consist of three members.
The Committee shall keep a recording of minutes and votes of all meetings as prescribed by the Open Meeting Law. This charge may be amended at any time.
New way to complete your Business Identity Certificate:
For people planning on opening a new business in Lunenburg, the Town Clerk’s NEW Business Identity Certificate (BIC) is now available to be completed as part of Building Department’s Form of Intent found here: Business Identity Certificate (BIC) You will still need to print out the BIC and hand-deliver to the Town Clerk’s office, but now the form can be completed and generated online.
New Business Ribbon Cutting Ceremony:
On Thursday August 6, the Town of Lunenburg's Economic Development Committee proudly hosted its first ribbon cutting ceremony, celebrating the continued growth of Diligent Digital Marketing Corp. as the company expands into a larger office in Lunenburg. The event welcomed the business to its new space at 1 Main Street and marked the beginning of a new tradition recognizing business investment and success in our community.
Founded by Chris Kostecki, Diligent Digital Marketing Corp. has grown from a sole proprietorship into a full-service digital marketing consulting firm.
Chris was joined by members of his family, Economic Development Committee Members Joeci Gilchrest and Cathy Clark, State Representative Mike Kushmerek, State Representative Margaret Scarsdale, Beth Walsh, Constituent Services Director for State Senator John Cronin, Roy Nascimento, President & CEO of the North Central Massachusetts Chamber of Commerce, Chamber Staff and Members, Select Board members Renee Emkey, Brian Lehtinen, and Glenn McLeod, and Town Manager Jennifer Warren-Dyment.
Congratulations to Chris and the entire Diligent team on this exciting milestone. We wish you continued success and are proud that your business continues to grow right here in Lunenburg.",,https://www.facebook.com/profile.php?id=100081001477686,board,2026-09-14T14:56:35Z
finance-committee,Finance Committee,town,https://www.lunenburgma.gov/252/Finance-Committee,sources/town-supplementary/docs/board-252-finance-committee.html,36556bf9dd2a7d46b91188d2aa18a432a7bda766f2f44bdea19bd2f1e9f278d7,"7 pm
2nd and 4th Thursday of every month
Town Hall","Chris Menard, Chair — Term Expires June 2029
Peter Beardmore — Term Expires June 2028
Tom Gray, Clerk — Term Expires June 2027
Jay Simeone, Member — Term Expires June 2029
Tanya Dall, Member — Term Expires June 2028
Mike Rupp, Member — Term Expires June 2027
Ana Lockwood, Member — Term Expires June 2027","The Finance Committee is a committee of 7 members appointed for terms of 3 years, each so arranged that the terms of as nearly an equal number of members as is possible shall expire each year. The members are appointed by a committee consisting of 1 member of the Select Board chosen by the Select Board; 1 member of the School Committee chosen by the SC; and the Town Moderator.
The Finance Committee has the following duties, in accordance with the Town's Charter, Section 2-1(c):
The Finance Committee shall have the primary responsibility to report to the Town Meeting on the proposed budget of the Town Manager and all warrant articles having a fiscal impact on the Town, as more particularly detailed in the Charter, Town Bylaws, and the laws of the Commonwealth; before preparing its final recommendations, the Finance Committee shall hold 1 or more Public Hearings to permit public discussion on the subject matter of the articles contained in the warrant.
After the Town Manager has prepared the budget, the Finance Committee shall consult with the Town Manager and recommend any modifications it deems appropriate before the budget is filed with the Town Clerk.
The Finance Committee shall have all other powers conferred on finance committees by the General Laws.
For information on the Town's financial policies, please refer to the Select Board Policies and Procedures (PDF) on the Select Board Page.","Charter, Section 2-1(c)",https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
green-communities-committee,Green Communities Committee,town,https://www.lunenburgma.gov/257/Green-Communities-Committee,sources/town-supplementary/docs/board-257-green-communities-committee.html,0dad7265dcc675c28fa206e7c0e4bac3e7e0bab2b33bd604e498730d4a2821ec,,"David Blatt, Chair — Term Expires June 2027
Dave Passios, Vice Chair — Term Expires June 2026
Kim Duffy, Clerk — Term Expires June 2027
Matt Snyder, Member — Term Expires June 2028
Chris Holden, Member — Term Expires June 2027
Vacancy, Associate Member — Term Expires June 2029
Vacancy, Associate Member — Term Expires June 2027","Section 1: General
The Lunenburg Green Communities Committee will work with the Massachusetts Department of Energy Resources to learn of grant opportunities for energy conservation and renewable energy generation and will apply for appropriate grants. The Committee will ensure the Town retains its status as a designated Green Community.
Section 2: Functions
Mission: The Lunenburg Green Communities Committee will focus on improving and promoting energy efficiency in town and school facilities, infrastructure, and vehicles. The Committee will help raise awareness, educate, advise, and motivate the Town of Lunenburg residents and businesses to reduce waste, reduce energy use, conserve resources, reduce emissions/carbon footprint, and embrace clean and renewable energy options.
Responsibilities
Identify and develop grant submissions for Green Communities Competitive Grant annually that corresponds with the mission of this committee and is consistent with the Town's goals;
Develop action steps to ensure Lunenburg remains designated as a Department of Energy Resources Green Community;
Facilitate town participation in DOER programs, grants, and incentives;
Serve as an information resource for town residents and business owners on the benefits of energy and resource conservation;
Increase constituents' awareness of and promote resource conservation methods, energy efficiency programs, utility rebates, and state/federal programs to promote energy efficiency, waste reduction, recycling, and overall enhancements to long-term sustainability and resilience in response to environmental, resource, and energy challenges;
Report at least once annually on its activities to the Select Board.
Section 3: Membership & Meetings
The Committee shall be composed of 5 regular members serving three-year terms appointed by the Select Board and two associate members. Two members shall initially be appointed to a three-year term, two members shall initially be appointed to a two-year term, and one member shall initially be appointed to a one-year term. After the initial term, all regular members shall serve a three-year term. The associate members shall be appointed to a three-year term.
In addition to the regular members, the Committee shall consult with the Town Manager, the town departments that oversee the facilities and energy accounts, the School Superintendent, and the School Facilities Director that oversees the school facilities and school energy accounts in order to ascertain future energy projects, areas where energy savings are needed, and replacement schedule for vehicles.
Voting Power: All duly appointed regular members shall have full voting power.
Resignation: Members of the Committee shall notify the Chairman of the Committee, the Town Manager, and the Select Board of their resignation.
Vacancies: Any vacancies shall be filled in the same manner as the original appointment.
Representations: Members shall get the approval of the Committee prior to making statements, presentations, or joining activities on behalf of the Committee.
The election of officers including at least a Chairman, Vice-Chairman, and Clerk and shall be elected annually by a majority vote of the Committee.
A quorum shall consist of three members.
The recording of minutes and votes of all meetings shall be conducted as prescribed by the Open Meeting Law. Copies of the minutes shall be submitted to the Town Clerk as prescribed in the Town Bylaw and according to Open Meeting Law.
The Committee shall comply with all state laws and local bylaws.
This charge was adopted by the Select Board at their June 1, 2021 meeting and may be amended at any future meeting.",a Town Bylaw,https://www.facebook.com/profile.php?id=61555196552430,board,2026-09-14T14:56:35Z
historical-commission,Historical Commission,town,https://www.lunenburgma.gov/261/Historical-Commission,sources/town-supplementary/docs/board-261-historical-commission.html,c74ff808a689337cea70961f0fbb057743376947d1bf3c0231aa51188a8fadc9,,"Richard McGrath, Chair (Contact person for demolition requests) — Term Expires June 2027
Kevin Boussom, Secretary — Term Expires June 2026
Jennifer Sanderson, Member — Term Expires June 2027
William Lakso, Member — Term Expires June 2028
Vacancy","The Historical Commission shall act for the preservation, protection, and development of the historical or archeological assets of the Town. The commission shall conduct research for places of historic or archeological value, shall seek to coordinate the activities of unofficial bodies organized for similar purposes, and may advertise, prepare, print, and distribute materials that it deems necessary for its work. It shall make recommendations to the Select Board that any place be certified as a historical landmark. The commission may hold hearings and may enter into contracts with individuals, organizations, and institutions for services furthering their objectives.
The commission may acquire in the name of the Town by gift, purchase, grant, bequest, devise, lease, or otherwise, the fee or lesser interest in real or personal property of significant historical value and may manage the same. The commission shall file an annual report which shall be included in the Annual Town Report.
The Historical Commission shall be composed of five (5) members appointed by the Select Board for terms of three years each with said terms staggered so that as nearly an equal number of members shall be appointed each year.",,https://www.facebook.com/people/Lunenburg-Historical-Society/100063501375562/,board,2026-09-14T14:56:35Z
library-board-of-trustees,Library Board of Trustees,town,https://www.lunenburgma.gov/264/Library-Board-of-Trustees,sources/town-supplementary/docs/board-264-library-board-of-trustees.html,bd84684b99b5c017fac3e3b980a43432da9ce70415aed93c720bb3cd0f4a206c,,"Harry Kubetz, Chair — Term Expires May 2029
Maia Wentrup, Vice-Chair — Term Expires May 2027
Laura Boussom, Secretary — Term Expires May 2027
Janalee Germaine Balish, Treasurer — Term Expires May 2029
David Niose, Member — Term Expires May 2028
Stephanie Trudel, Member — Term Expires May 2028
Robin Venezia, Member — Term Expires May 2027","Lunenburg Public Library welcomes all and serves residents of the Lunenburg area as a hub for the community, enriching our lives through its collections, programs, services, facility, and people.
Please visit the Lunenburg Public Library Website for library resources, latest news, and events.
Powers and Duties - The Board of Trustees shall act as an agent of the public trust governing the library. The library shall create the general operating and administrative policies relating to budget, personnel, and contracts as specified by state law and local ordinances. All funds raised or appropriated by the town for the support and maintenance of the library shall be expended under the direction of the board. All funds that the town may receive by gift, bequest, or otherwise for library purposes shall be administered under the direction of the board in accordance with the terms of such gift, bequest, or otherwise. The board shall hire and manage the library director. The responsibilities and governance of the board shall cover the following specific areas: (i) legal; (ii) policy making; (iii) financial governance; and (iv) strategic planning. The board shall, in all matters of general municipal policy and procedure, be subject to policy directives designed to achieve uniformity and better administrative control as may from time to time be established by the town manager. The library director shall exercise professional judgment under the direction and review of the board to implement the strategic objectives and policies set by the board. The library director shall be responsible for the day-to-day administration of the library, including management of personnel, collection development, budget, physical plant, and programmatic functions, subject to policy directives established by the board. The library director shall work in conjunction with the board on strategic planning and library policies.
The Library Director shall prepare an annual budget for approval by the board. The library director shall hire library employees, fix their salaries, define their duties, make rules concerning their tenure of office and discharge them in accordance with and within the limits established by the town personnel by-laws, policies, procedures, and practices and any applicable collective bargaining agreement, in accordance with municipal policies. The board shall make all reasonable rules and regulations for the operation and management of the library system and for the conduct of its own business and affairs as may be deemed necessary. The board shall have all of the other powers and duties that are given to library trustees by general law, this charter, by-law, or other vote of the town meeting.
Composition, Term of Office - There shall be a board of trustees of the public library consisting of 7 members, elected for terms of 3 years each, so arranged that the terms of as nearly an equal number of members as is possible shall expire each year.",a Town Bylaw,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
lunenburg-300th-anniversary-committee,Lunenburg 300th Anniversary Committee,town,https://www.lunenburgma.gov/269/Lunenburg-300th-Anniversary-Committee,sources/town-supplementary/docs/board-269-lunenburg-300th-anniversary-committee.html,7e84b48a1f6025bb2684a04c2082963be200503c04ab62e77d5867dfd32a7a1a,,"William Tyler, Chair
Jeanne Dupre, Vice Chair
Dawn Johnson, Treasurer
Deborah Lincoln, Clerk
Paulette Beardmore, Member
Michelle Belleza, Member
Laura Brzozoski, Member
Cathy Clark, Member
Lois Filiau, Member
Christopher Sullivan, Member
Maura Lizek, Member","The year 2028 will mark the 300th Anniversary of the incorporation of the Town of Lunenburg. In order to recognize and celebrate Lunenburg's Tricentennial, the residents of Lunenburg, by Town Meeting vote of May 7, 2022, authorized and established a steering committee, subsequently designated the ""Lunenburg 300th Anniversary Committee,"" and hereinafter referred to as ""the Committee.""
The Committee shall be comprised of no greater than 11 members, each of whom shall be appointed by the Select Board for a term to begin on the date of appointment and terminate when, as determined by a vote of the Select Board, the Committee has discharged all of its defined functions and is dissolved. As a body, the Committee shall:
Develop a celebratory plan including a timeline, proposed events, publicity plan, volunteer roster, funding requirements, and funding sources.
Coordinate with other entities and officials within the Town government, including the police chief, fire chief, DPW director, historical commission, and superintendent of schools, in order to facilitate safety and maximize resident participation.
Solicit, evaluate, and generate recommendations as to how the Town should manage the commemoration of its tricentennial, and the celebration of its rich history.
Oversee subcommittees established for specified purposes, and supervise and assist these subcommittees in their functions.
Recruit, organize, task, and oversee volunteers from among the townspeople in furtherance of the overall celebration and the execution of specific functions of the Committee and/or its subcommittees.
Plan, coordinate, manage, sponsored, and implement commemorative events including, but not limited to, recreational and educational activities and social/cultural gatherings intended to enhance the townspeople's awareness and appreciation for the history of the Town and the contributions that its residents have made locally and nationally to various fields of human endeavor including, for example, architecture, arts, civil rights, government, engineering, environmental protection, industry, invention, law, literature, medicine, the military, politics, public policy, public safety, and science.
Encourage through effective communication and outreach maximum inclusion, attendance, and participation by the townspeople in events and celebrations.
Partner with local businesses and community organizations to develop events that appeal to all ages and encourage maximum participation by town residents.",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
lunenburg-housing-authority,Lunenburg Housing Authority,town,https://www.lunenburgma.gov/273/Lunenburg-Housing-Authority,sources/town-supplementary/docs/board-273-lunenburg-housing-authority.html,260ff49160985a9239e3a266c257a36c3a840e443b3c1e81510c482c191b1cd9,,"Linda McDonald, Chair — Term Expires May 2029
Deborah A.H. Christen, Vice Chair, Governor's Appointee — Term Expires May 2026
Wayne Caron, Tenant Member — Term Expires May 2028
Dale Proulx, Member — Term Expires May 2030
Nicole Waters, Member — Term Expires May 2026","The Lunenburg Housing Authority has five members on its Board of Commissioners, four members are selected through a town general election and one member is the state appointment through the Governor. The Executive Director reports directly to the Board of Commissioners and is responsible for the management and operation of the agency and its personnel.",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,town,https://www.lunenburgma.gov/278/Lunenburg-Municipal-Building-Design-Comm,sources/town-supplementary/docs/board-278-lunenburg-municipal-building-design-committee.html,103d3d195aa88ce5e3da6d4dc276af7e7a08d1ad346d58ac6795bad33242ae99,,"David Blatt, Chair, Community Member
Anthony Sculimbrene, Vice Chair, Architectural Preservation District Commission Member
Brian Lehtinen, Clerk, Select Board
Matthew Brenner, Planning Board Member
Laura Brzozoski, School Committee Member
Chris Ruth, Town Facility Manager
Tom Gray
Greg Roy, Member at Large
Kristina Masaitis, Member at Large","The Lunenburg Municipal Building Design Committee (formerly the TC Passios Building Design Committee) will continue to work with any contracted architectural and engineering firms, as they become available, to review space needs for town offices, school uses and community space at the building and/or land known as the TC Passios.
Additionally, the committee will work to prioritize and/or rank the existing space usage requests and explore a variety of design permutations at different estimated budget tiers that would meet the needs of the Town according to those priorities. The committee may analyze, discuss and investigate other Town-owned buildings and properties in their recommendations as they deem necessary to fulfill this charge.
This Committee will prepare viable, cost-effective solutions for the Select Board that conform to all the Town's existing financial and fiscal policies and take into consideration any/all large-scale capital expenditures projected for the next 10 years. This charge was amended by the Select Board at their January 4, 2022 meeting and may be amended at any future meeting. At the July 15, 2025 meeting of the Select Board, it was voted to add a member from the Architectural Preservation District Commission to the composition of the LMBDC and reduced the quorum to four.",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
master-plan-steering-committee,Master Plan Steering Committee,town,https://www.lunenburgma.gov/497/Master-Plan-Steering-Committee,sources/town-supplementary/docs/board-497-master-plan-steering-committee.html,3d7471f22b9e2ba73fb57a1d34efb826d7141546c5a623dbfd4fa9dba904561e,"The Master Plan Steering Committee and its subcommittees shall establish regular meetings and shall abide by the Massachusetts Open Meetings Law and Town General Bylaws. Meetings will be open to the public and posted with the Town Clerk and in designated spaces.
In addition to regular meetings, Committee members will be asked to serve on sub‐committees, which will schedule their own meetings and post them with the Land Use Department.
The Committee members will make every effort to attend community‐wide meetings.
Adopted by the Planning Board.
Agenda and Minutes
Agendas are available prior to the meetings. Minutes are available following approval.
View Most Recent Agendas and Minutes","Kim Duffy, Chair (At Large)
Anthony Sculimbrene, Vice Chair (At Large)
Gerald Reid, Clerk (At Large)
Timothy Willsmer (Planning Board)
David Niose (Library Trustee)
Glenn McLeod (Select Board)
Emily Young (School Committee)
Sondria Harp (At Large)
Teddy Doucette (Conservation Commission)
Mike Rupp (Finance Committee Member )
Vacancy, At Large
Vacancy, Council on Aging
Vacancy, Zoning Board of Appeals","The Planning Board has designated updating the Master Plan as a priority. The new Master Plan will be used as a guide for the Town of Lunenburg in the areas of land use, economic development, housing, transportation, community services, and capital/facilities planning among others. The development of the Master Plan is a primary statutory function of the Planning Board.
Over two decades old, the 2002 Lunenburg Master Plan sought to provide recommendations and an implementation plan for addressing the impacts of residential growth including identifying strategies for land use, economic development, natural and cultural resources, housing, transportation, and community services and facilities. In the twenty-one years since, Lunenburg has experienced significant changes in land use and population growth. The updated Master Plan will reflect, among other things, changes to the Zoning Code, current projects, new environmental and other regulatory constraints, and plan for appropriate land uses to support the long and short‐term needs of the community, with a look to retaining the rural nature, agricultural base, and natural character that exist. The concepts of community sustainability and resiliency will be considered throughout the Master Plan and permeate all topic areas.
The Plan is intended to be a consensus vision of the residents of Lunenburg and all efforts will be made to include as many voices as feasible in its development. Items identified for consideration in the Master Plan update include, but are not limited to the following:
Identifying areas for Inclusionary Zoning and other Affordable Housing measures
Examining places for public use spaces and amenities
Identifying sustainable environmental measures
Analyzing the impact of new residential development on the public schools and other Town services
Evaluating infrastructure needs for the area
Strategizing economic development measures to entice businesses to town, while maintaining its rural feel
Expanding economic opportunities for existing and new agricultural uses
Charge
The Master Plan Steering Committee advises on the development of the Master Plan document. The Committee also fosters openness and inclusion in the master planning process through dialogue and communication with the consulting team of OverUnder, RKG, Innes Associates, and various stakeholders in the Lunenburg Community.
Vision
The Master Plan will develop a physical and digital document for the Town of Lunenburg that optimally reflects and supports the Community’s priorities and goals.
Membership
The Master Plan Steering Committee is comprised of designated Lunenburg Board and Committee members, and several at‐large community members. The Committee is guided and led by the
Planning Board, OverUnder/RKG/Innes Associates, the Master Plan Consultants, and the Land Use Department. Membership will be in existence for approximately 18 to 24 months to direct the preparation of the Master Plan.
The Master Plan Steering Committee shall be convened and charged by the Planning Board. Members will be appointed for the term of the update process.
The Committee shall consist of 15 voting members, as follows:
One members of the Planning Board, appointed by the Planning Board
One members of the Board of Selectmen, appointed by the Board of Selectmen
One member of the Conservation Commission, appointed by the Conservation Commission
One member of the Council on Aging, appointed by the Council on Aging.
One member of the Parks and Recreation Commission, appointed by the Parks and Recreation Commission
One member of the Lunenburg School Committee, appointed by the Lunenburg School Committee
One member of the Lunenburg Library Trustees appointed by the Lunenburg Library Trustees
One member of the Zoning Board of Appeals, appointed by the Zoning Board of Appeals
One member of the Finance Committee, appointed by the Finance Committee
Six members at large, appointed by the Planning Board
The Master Plan Steering Committee shall appoint a Chair and Vice Chair to guide its efforts and a Clerk to maintain the record of the Committee. The Master Plan Steering Committee shall appoint subcommittees as it deems necessary to the fulfillment of its duties.
Final approval of the Master Plan will be subject to the Planning Board upon completion of the document by the consulting team and Master Plan Steering Committee.",,https://www.facebook.com/profile.php?id=61551350531909,board,2026-09-14T14:56:35Z
open-space-committee,Open Space Committee,town,https://www.lunenburgma.gov/281/Open-Space-Committee,sources/town-supplementary/docs/board-281-open-space-committee.html,e3b497965c2ae6b67ab924fa60b2e4def2dbdf7d1980cffbe4b700f63c3d9bb5,,"Michael Toohill, Chair, Community Member — Term Expires June 2028
Ana Lockwood, Vice Chair, Community Member — Term Expires June 2027
Eric Hinds, Clerk, Community Member — Term Expires June 2027
Timothy Willsmer, Planning Board Representative — Term Expires June 2028
Andrea Burnap, Conservation Commission Representative — Term Expires June 2028
Colleen Shapiro, Parks Commission Representative — Term Expires June 2028
Chris St. Germain, Community Member and Agricultural Commission Representative — Term Expires June 2027","The Open Space Committee is a seven-member board whose bylaws can be found at the Code of Lunenburg, Chapter 12, Article IX.
The Committee’s primary duties are:
Produce and update Lunenburg’s Open Space Plan and Recreation Plan
Assist and advise other Town boards/committees regarding the use/acquisition of open space areas for the community
Review Chapter 61 conversions and make recommendations to the Select Board
Maintain an inventory of open space in Lunenburg
Lunenburg’s current Open Space and Recreation Plan update covers a ten-year window, July 1, 2019 to June 30, 2029, as prescribed by the Massachusetts Executive Office of Energy and Environmental Affairs. The Plan provides both a planning and action framework to address current and future needs of conservation and recreation land, agricultural land, corridors and parks, and greenways. Meeting agendas and minutes are posted and available on the Town's website to update the public.",Chapter 12,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
parks-commission,Parks Commission,town,https://www.lunenburgma.gov/283/Parks-Commission,sources/town-supplementary/docs/board-283-parks-commission.html,ac7db504c3a700a1fc5b10c499a6b4dfee206543b76f54b6d379649d4bca0d98,,"Christopher Sullivan, Chair — Term Expires May 2027
Dan Burns, Vice Chair — Term Expires May 2029
Colleen Shapiro, Member — Term Expires May 2026
Karin Menard, Member — Term Expires May 2026
Marianne Mascari, Member — Term Expires May 2028
Tanya O. Dall, Member — Term Expires May 2028","Please visit the Lunenburg Recreation Website for events, activities, and general information.
The Park Commissioners may layout and improve public parks, make rules for their use and government, and appoint all necessary engineers, surveyors, clerks, and other officers, including a police force to act in such parks. The Park Commissioners may define the powers and duties of that police force, fix the compensation of its members and do all acts necessary for the proper execution of its powers and duties. Subject to appropriation, the Park Commissioners may conduct park programs and recreation activities at locations other than the public parks. The day-to-day care and maintenance of the public parks shall be under the supervision of the Town Manager.
The Park Commission consists of five members elected for terms of three years each so arranged that the term of office of one member shall expire each year.",,https://www.facebook.com/LunenburgParksandRec,board,2026-09-14T14:56:35Z
