fy,page,order,post,kind,section,section_basis,stated_members,person,vacancies,term_expires,note,size_check
2020,11,132,GCTF ADVISORS,officer,appointed,,,"Jack Rodriquenz, DPW Director",0,,,no check
2020,11,133,HAZARDOUS WASTE COORDINATOR,officer,appointed,,,Heather Lemieux,0,,,no check
2020,11,134,HEARINGS OFFICER,officer,appointed,,,Heather Lemieux,0,,,no check
2020,11,135,HISTORICAL COMMISSION,board seat,appointed,,3-7,Kevin Boussom,0,2023,,checked
2020,11,136,HISTORICAL COMMISSION,board seat,appointed,,3-7,Rebecca Lantry,0,,resigned 6/18/2020,checked
2020,11,137,HISTORICAL COMMISSION,board seat,appointed,,3-7,Richard McGrath,0,2021,,checked
2020,11,138,HISTORICAL COMMISSION,board seat,appointed,,3-7,William Lakso,0,2023,,checked
2020,11,139,HISTORICAL COMMISSION,board seat,appointed,,3-7,Jennifer Sanderson,0,2020,,checked
2020,11,140,HISTORICAL COMMISSION,board seat,appointed,,3-7,,1,,1 Vacancy,checked
2020,11,141,INSPECTOR OF PLUMBING & GAS FITTINGS,officer,appointed,,,Gary Williams,0,,,no check
2020,11,142,ASST. INSPECTOR OF PLUMBING/GAS,officer,appointed,,,Richard Kapenas,0,,,no check
2020,11,143,INSPECTOR OF WEIGHTS & MEASURES,officer,appointed,,,Stephen E. Cullinane,0,,,no check
2020,11,144,INSPECTOR OF WIRING,officer,appointed,,,John Biery,0,,,no check
2020,11,145,ASST. INSPECTOR OF WIRING,officer,appointed,,,David Stone,0,,,no check
2020,11,146,LOCAL CENSUS LIAISON,officer,appointed,,,"Kathyrn M. Herrick, Town Clerk",0,,,no check
2020,11,147,MART ADVISORY BOARD,officer,appointed,,,Michael-Ray Jeffreys,0,,,no check
2020,11,148,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,Matthew Brenner-Planning Board Representative,0,,,no check
2020,11,149,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,Todd Dwyer-Select Board Representative,0,,,no check
2020,11,150,MONTACHUSETT METROPOLITAN PLANNING ORGANIZATION,officer,appointed,,,Michael-Ray Jeffreys,0,,,no check
2020,11,151,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,,Matthew Brenner-Planning Board,0,,,no check
2020,11,152,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,,James Marino-Select Board,0,,,no check
2020,11,153,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Barbara Reynolds,0,2023,,no check
2020,11,154,OPEN SPACE COMMITTEE (ad hoc),board seat,appointed,,7,Brandon Kibbe,0,,,checked
2020,11,155,OPEN SPACE COMMITTEE (ad hoc),board seat,appointed,,7,Bob Pease-Conservation Commission,0,,,checked
2020,11,156,OPEN SPACE COMMITTEE (ad hoc),board seat,appointed,,7,Susanna Jewell-Parks Commission,0,,,checked
2020,11,157,OPEN SPACE COMMITTEE (ad hoc),board seat,appointed,,7,Paula Bertram-Planning Board,0,,,checked
2020,11,158,OPEN SPACE COMMITTEE (ad hoc),board seat,appointed,,7,Sarah Cammer-Member at Large,0,,,checked
2020,11,159,OPEN SPACE COMMITTEE (ad hoc),board seat,appointed,,7,Lynne Man-Member at Large,0,,,checked
2020,11,160,OPEN SPACE COMMITTEE (ad hoc),board seat,appointed,,7,Mike Toohill-Member at Large,0,,,checked
2020,12,161,PERSONNEL COMMITTEE,board seat,appointed,,5,Erik Arnold,0,2023,,check failed
2020,12,162,PERSONNEL COMMITTEE,board seat,appointed,,5,Susan Andrews,0,2023,,check failed
2020,12,163,PERSONNEL COMMITTEE,board seat,appointed,,5,Michael Fiorentino Jr.,0,,resigned 7/23/2020,check failed
2020,12,164,PERSONNEL COMMITTEE,board seat,appointed,,5,Donna Fortune,0,2023,,check failed
2020,12,165,PERSONNEL COMMITTEE,board seat,appointed,,5,David MacDonald,0,2022,,check failed
2020,12,166,PERSONNEL COMMITTEE,board seat,appointed,,5,Joanna Bilotta-Simeone,0,2023,,check failed
2020,12,167,PERSONNEL COMMITTEE,board seat,appointed,,5,"Nancy Forest- Town Employee ml, Non-voting Member",0,,resigned 1/6/2020,check failed
2020,12,168,PERSONNEL COMMITTEE,board seat,appointed,,5,"Julie Belliveau- Town Employee, Non-voting Member",0,,,check failed
2020,12,169,POLICE CHIEF,officer,appointed,,,James Marino,0,,retired 2020,no check
2020,12,170,POLICE CHIEF,officer,appointed,,,Thomas Gammel,0,,,no check
2020,12,171,POUND KEEPER,officer,appointed,,,Jean Larkin,0,,,no check
2020,12,172,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Jeffrey Bajko,0,2023,,checked
2020,12,173,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Faith Beall,0,2021,,checked
2020,12,174,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Steven Walker,0,2023,,checked
2020,12,175,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Steve Archambault,0,2021,,checked
2020,12,176,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Peter Lincoln,0,2021,,checked
2020,12,177,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,General Requests- Heather Lemieux- Supervisor,0,,,no check
2020,12,178,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Police Department-Lt. Jeffrey Thibodeau,0,,,no check
2020,12,179,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,"Fire Dept. Karen Weller, Admin. Asst. EMS Coordinator",0,,,no check
2020,12,180,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,PUBLIC WEIGHERS (For PJ Keating Co.),0,,,no check
2020,12,181,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Rich Reynolds,0,,,no check
2020,12,182,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Eric Morin,0,,,no check
2020,12,183,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Brian Contois,0,,,no check
2020,12,184,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Jay Valliere,0,,,no check
2020,12,185,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Mike Reynolds,0,,,no check
2020,12,186,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Britany Woodhouse,0,,,no check
2020,12,187,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,RACES CONTROL OPERATOR (Radio Amateur Civil Emergency Service),0,,,no check
2020,12,188,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Ralph Swick,0,,,no check
2020,12,189,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Brian L. LeBlanc- Asst. Radio Operator,0,,,no check
2020,12,190,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,"Jean Swick, Member",0,,,no check
2020,12,191,TAXATION AID COMMITTEE,board seat,appointed,,5,Laura Boussom-Member at Large,0,,,checked
2020,12,192,TAXATION AID COMMITTEE,board seat,appointed,,5,Sheila Craigen- Assessors' Principal Clerk,0,,,checked
2020,12,193,TAXATION AID COMMITTEE,board seat,appointed,,5,Susan Doherty-Council on Aging Director,0,,resigned 12/31/20,checked
2020,12,194,TAXATION AID COMMITTEE,board seat,appointed,,5,Myleen Mallari-Treasurer/Collector,0,,resigned 9/17/20,checked
2020,12,195,TAXATION AID COMMITTEE,board seat,appointed,,5,Julie Belliveau-Asst. Town Manager/HR Director,0,,,checked
2020,12,196,STORM WATER TASK FORCE,board seat,appointed,,3,Matthew Allison-Planning Board Representative,0,,,checked
2020,12,197,STORM WATER TASK FORCE,board seat,appointed,,3,John Rabbitt-Conservation Commission,0,,,checked
2020,12,198,STORM WATER TASK FORCE,board seat,appointed,,3,Todd Dwyer-Select Board Representative,0,,,checked
2020,13,199,TAX COLLECTOR/TREASURER/TAX CUSTODIAN,officer,appointed,,,Myleen Mallari,0,,,no check
2020,13,200,TAX COLLECTOR/TREASURER/TAX CUSTODIAN,officer,appointed,,,ASSISTANT TAX COLLECTOR/TREASURER- Susan Murchie,0,,,no check
2020,13,201,ASSISTANT TOWN CLERK,officer,appointed,,,Ellen Griffin,0,,,no check
2020,13,202,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Matthew Allison-Planning Board,0,,,check failed
2020,13,203,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,David Blatt-Member at Large,0,,,check failed
2020,13,204,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Tanner Cole-Planning Board,0,,resigned 9/27/20,check failed
2020,13,205,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Mike Mackin-Member at Large,0,,resigned 9/14/20,check failed
2020,13,206,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Greg Roy-Member at Large,0,,,check failed
2020,13,207,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Michael-Ray Jeffreys-Select Board,0,,,check failed
2020,13,208,TOWN COUNSEL,officer,appointed,,,"Mead, Talerman & Costa, LLC",0,,,no check
2020,13,209,TOWN COUNSEL,officer,appointed,,,Mirick O'Connell,0,,,no check
2020,13,210,TOWN CLOCKWINDERS,officer,appointed,,,Lou Franco,0,,,no check
2020,13,211,TOWN CLOCKWINDERS,officer,appointed,,,Michael Kidney,0,,,no check
2020,13,212,TOWN CLOCKWINDERS,officer,appointed,,,John Lynch,0,,,no check
2020,13,213,TOWN CLOCKWINDERS,officer,appointed,,,Tom Alonzo,0,,,no check
2020,13,214,TOWN CLOCKWINDERS,officer,appointed,,,William Tyler,0,,,no check
2020,13,215,TOWN FOREST COMMITTEE,officer,appointed,,,Richard Bursch,0,,,no check
2020,13,216,TREE WARDEN,officer,appointed,,,Jack Rodriquenz,0,,,no check
2020,13,217,VETERANS SERVICES AGENT,officer,appointed,,,T. J. Blauser,0,,,no check
2020,13,218,ZONING BOARD OF APPEALS,board seat,appointed,,5,James Besarkarski,0,2021,,checked
2020,13,219,ZONING BOARD OF APPEALS,board seat,appointed,,5,Patrick Callahan,0,2022,,checked
2020,13,220,ZONING BOARD OF APPEALS,board seat,appointed,,5,Alfred Gravelle,0,2025,,checked
2020,13,221,ZONING BOARD OF APPEALS,board seat,appointed,,5,Hans Wentrup,0,2021,,checked
2020,13,222,ZONING BOARD OF APPEALS,board seat,appointed,,5,David Blatt,0,2022,,checked
2020,13,223,ZBA ASSOCIATE MEMBER,board seat,appointed,,,Anthony Nicastro,0,2022,,no check
2021,8,1,Board of Assessors,board seat,elected,,3,Louis J. Franco,0,,resigned 5/18/2021,check failed
2021,8,2,Board of Assessors,board seat,elected,,3,Christine Cosgrove Higdon,0,,appointed 6/22/2021 until next Annual Election,check failed
2021,8,3,Board of Assessors,board seat,elected,,3,Richard H. Letarte,0,2024,,check failed
2021,8,4,Board of Assessors,board seat,elected,,3,Rena Swezey,0,2022,,check failed
2021,8,5,Board of Health,board seat,elected,,5,George Emond Ji:,0,2022,,checked
2021,8,6,Board of Health,board seat,elected,,5,Paul J. Fortin,0,2024,,checked
2021,8,7,Board of Health,board seat,elected,,5,Perry R. Jewell,0,2023,,checked
2021,8,8,Board of Health,board seat,elected,,5,Lisa Normandin,0,2024,,checked
2021,8,9,Board of Health,board seat,elected,,5,Evan Watters,0,2023,,checked
2021,8,10,Select Board,board seat,elected,,5,Thomas Alonzo,0,2022,,checked
2021,8,11,Select Board,board seat,elected,,5,Louis J. Franco,0,2024,,checked
2021,8,12,Select Board,board seat,elected,,5,Michael-Ray Jeffreys,0,2022,,checked
2021,8,13,Select Board,board seat,elected,,5,Todd Dwyer,0,2023,,checked
2021,8,14,Select Board,board seat,elected,,5,James Marino,0,2023,,checked
2021,8,15,Cemetery Commission,board seat,elected,,3,David Dorren,0,2024,,checked
2021,8,16,Cemetery Commission,board seat,elected,,3,William Tyler,0,2023,,checked
2021,8,17,Cemetery Commission,board seat,elected,,3,Nancy Foss Yasko,0,2022,,checked
2021,8,18,Constable,board seat,elected,,,John E. Baker,0,2022,,no check
2021,8,19,Housing Authority,board seat,elected,,5,Jon D. Hogue,0,2025,,checked
2021,8,20,Housing Authority,board seat,elected,,5,Catherine J. Clark,0,2026,,checked
2021,8,21,Housing Authority,board seat,elected,,5,Linda M. McDonald,0,2024,,checked
2021,8,22,Housing Authority,board seat,elected,,5,,1,,1 Vacancy,checked
2021,8,23,Housing Authority,board seat,elected,,5,Governor Appointee,0,,vacant,checked
2021,8,24,Library Trustees,board seat,elected,,7,Laura Boussom,0,2024,,checked
2021,8,25,Library Trustees,board seat,elected,,7,Robert Conroy,0,2024,,checked
2021,8,26,Library Trustees,board seat,elected,,7,Harry Kubetz,0,2023,,checked
2021,8,27,Library Trustees,board seat,elected,,7,Richard N. Mailloux,0,2022,,checked
2021,8,28,Library Trustees,board seat,elected,,7,Kathleen McCarron,0,2023,,checked
2021,8,29,Library Trustees,board seat,elected,,7,Donna Saila,0,2022,,checked
2021,8,30,Library Trustees,board seat,elected,,7,Maia Wentrup,0,2024,,checked
2021,8,31,Moderator,board seat,elected,,,Timothy W. Murphy,0,2024,,no check
2021,9,32,Parks Commission,board seat,elected,,5,Susanna Jewell,0,2022,,checked
2021,9,33,Parks Commission,board seat,elected,,5,Ana Lockwood,0,2022,,checked
2021,9,34,Parks Commission,board seat,elected,,5,Karin Menard,0,2023,,checked
2021,9,35,Parks Commission,board seat,elected,,5,David Passios,0,2023,,checked
2021,9,36,Parks Commission,board seat,elected,,5,Christopher Sullivan,0,2024,,checked
2021,9,37,Planning Board,board seat,elected,,5,Matthew Allison,0,2025,,checked
2021,9,38,Planning Board,board seat,elected,,5,Paula Bertram,0,2022,,checked
2021,9,39,Planning Board,board seat,elected,,5,Matt Brenner,0,2026,,checked
2021,9,40,Planning Board,board seat,elected,,5,Tanner Cole,0,2023,,checked
2021,9,41,Planning Board,board seat,elected,,5,Erik Torgersen,0,2024,,checked
2021,9,42,School Committee,board seat,elected,,5,Carol Archambault,0,2022,,checked
2021,9,43,School Committee,board seat,elected,,5,Laura F. Kelly,0,2023,,checked
2021,9,44,School Committee,board seat,elected,,5,Seamus Kelly,0,2024,,checked
2021,9,45,School Committee,board seat,elected,,5,Brian Lehtinen,0,2022,,checked
2021,9,46,School Committee,board seat,elected,,5,Sophie Shapiro,0,2023,,checked
2021,9,47,Sewer Commission - 1/2,board seat,elected,,5,Michael Deveikis,0,2023,,check failed
2021,9,48,Sewer Commission - 1/2,board seat,elected,,5,Carl Luck,0,,resigned 4/30/2021,check failed
2021,9,49,Sewer Commission - 1/2,board seat,elected,,5,David V. MacDonald,0,2024,,check failed
2021,9,50,Sewer Commission - 1/2,board seat,elected,,5,Mike Nault,0,2022,,check failed
2021,9,51,Sewer Commission - 1/2,board seat,elected,,5,Brett Ramsden,0,2023,,check failed
2021,9,52,Sewer Commission - 1/2,board seat,elected,,5,John Reynolds,0,2022,,check failed
2021,9,53,Town Clerk,board seat,elected,,,Kathryn M. Herrick,0,2022,,no check
2021,9,54,Trust Fund Commission,board seat,elected,,3,Robert Herrick,0,2022,,checked
2021,9,55,Trust Fund Commission,board seat,elected,,3,Corrine C. Scouten,0,2023,,checked
2021,9,56,Trust Fund Commission,board seat,elected,,3,,1,,1 Vacancy-failure to elect,checked
2021,10,57,AGRICULTURAL COMMISSION,board seat,appointed,,5,Matthew Allison,0,2022,,checked
2021,10,58,AGRICULTURAL COMMISSION,board seat,appointed,,5,Greg Burns,0,2022,,checked
2021,10,59,AGRICULTURAL COMMISSION,board seat,appointed,,5,Maryrae Holman,0,2022,,checked
2021,10,60,AGRICULTURAL COMMISSION,board seat,appointed,,5,Jorge Marzuca,0,2024,,checked
2021,10,61,AGRICULTURAL COMMISSION,board seat,appointed,,5,Ryan Stober,0,2023,,checked
2021,10,62,Associate Members—(2),board seat,appointed,,,Kira McClellan-Associate,0,2022,,no check
2021,10,63,Associate Members—(2),board seat,appointed,,,Stephanie Scofield,0,2023,,no check
2021,10,64,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,Katey Adams-Select Board Representative,0,2022,,checked
2021,10,65,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,Casey Burlingame- Building Commissioner,0,2022,,checked
2021,10,66,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,Barbara Reynolds-Member at Large,0,2024,,checked
2021,10,67,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,LoriAnn Tessier-Member at Large,0,2023,,checked
2021,10,68,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,,5,Carolyn Rossi-Member at Large,0,2022,,checked
2021,10,69,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2021,10,70,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2021,10,71,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Cullen Dwyer,0,2023,,check failed
2021,10,72,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Richard McGrath,0,2022,,check failed
2021,10,73,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Anthony Nicastro,0,2023,,check failed
2021,10,74,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,,1,,1 Vacancy-Historical Commission Representative,check failed
2021,10,75,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,,1,,1 Vacancy-Resident Representative,check failed
2021,10,76,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Ruth Anderson,0,2024,,check failed
2021,10,77,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Kathy Herrick- Town Clerk,0,,,check failed
2021,10,78,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Karen Kemp,0,2024,,check failed
2021,10,79,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Shirley McBride,0,2022,,check failed
2021,10,80,BUILDING COMMISSIONER/ZONING ENFORCEMENT OFFICER,officer,appointed,,,Casey Burlingame,0,,,no check
2021,10,81,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Tom Alonzo-Select Board,0,,,check failed
2021,10,82,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Paula Bertram-Planning Board,0,,,check failed
2021,10,83,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Wendy Bertrand- School Committee,0,,,check failed
2021,10,84,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,George Martin- Member at Large,0,,,check failed
2021,10,85,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,David Passios-Finance Committee,0,,,check failed
2021,10,86,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,"Heather Lemieux- Town Manager, ex officio",0,,,check failed
2021,11,87,CONSERVATION COMMISSION,board seat,appointed,,7,Patricia Adams,0,2024,,checked
2021,11,88,CONSERVATION COMMISSION,board seat,appointed,,7,Richard Bursch,0,2023,,checked
2021,11,89,CONSERVATION COMMISSION,board seat,appointed,,7,Catie Childs,0,2023,,checked
2021,11,90,CONSERVATION COMMISSION,board seat,appointed,,7,Mike Larouche,0,2024,,checked
2021,11,91,CONSERVATION COMMISSION,board seat,appointed,,7,Bob Pease,0,2022,,checked
2021,11,92,CONSERVATION COMMISSION,board seat,appointed,,7,John Rabbitt,0,2022,,checked
2021,11,93,CONSERVATION COMMISSION,board seat,appointed,,7,Jeffrey Viviano,0,2022,,checked
2021,11,94,CONSTABLE,officer,appointed,,,John Godek,0,,,no check
2021,11,95,CONSTABLE,officer,appointed,,,Alan Herget,0,,,no check
2021,11,96,CONSTABLE,officer,appointed,,,Kevin Rice,0,,,no check
2021,11,97,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Barbara Brown,0,2024,,no check
2021,11,98,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Elizabeth (Betty) DiGiacomo,0,2024,,no check
2021,11,99,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Sarah Grant-2023•,0,,,no check
2021,11,100,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Deborah Lincoln,0,2024,,no check
2021,11,101,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Peter Lincoln,0,2022,,no check
2021,11,102,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Cheryl Moisan,0,2023,,no check
2021,11,103,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Diane Nowd,0,2023,,no check
2021,11,104,COUNCIL ON AGING- - (11 members),board seat,appointed,,,John Pesenti,0,2022,,no check
2021,11,105,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Jane Rabbitt,0,2022,,no check
2021,11,106,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Susan O'Sullivan,0,2022,,no check
2021,11,107,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Judith Tarbell,0,2022,,no check
2021,11,108,COUNCIL ON AGING DIRECTOR,officer,appointed,,,Susan Doherty,0,,,no check
2021,11,109,CULTURAL COUNCIL,board seat,appointed,,5-22,Daniel Burns,0,2024,,checked
2021,11,110,CULTURAL COUNCIL,board seat,appointed,,5-22,Stephanie Karlson,0,2022,,checked
2021,11,111,CULTURAL COUNCIL,board seat,appointed,,5-22,Karen Kemp,0,2024,,checked
2021,11,112,CULTURAL COUNCIL,board seat,appointed,,5-22,Kerry Ann Kimball,0,2023,,checked
2021,11,113,CULTURAL COUNCIL,board seat,appointed,,5-22,Donna Saiia,0,2024,,checked
2021,11,114,CULTURAL COUNCIL,board seat,appointed,,5-22,Elise Wiley,0,2024,,checked
2021,12,115,DAM KEEPER,officer,appointed,,,Ronald Wilson,0,,,no check
2021,12,116,ASSISTANT DAM KEEPER,officer,appointed,,,Richard Patry,0,,,no check
2021,12,117,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Maryrae Holman- Agricultural Commission,0,,,no check
2021,12,118,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Cathy Clark- Member at Large,0,,,no check
2021,12,119,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Jaclynn Nicoll- Member at Large,0,,,no check
2021,12,120,Ex Officio Members- Tom Alonzo-Select Board,officer,appointed,,,Adam Burney-Land Use Director Paula Bertram- Planning Board,0,,,no check
2021,12,121,ELECTION WORKERS,officer,appointed,,,Warden: Glen Reinhardt,0,,,no check
2021,12,122,ELECTION WORKERS,officer,appointed,,,Deputy Warden: Michael Gale (R),0,,,no check
2021,12,123,FIRE CHIEF/EMERGENCY MANAGEMENTDIRECTOR/FOREST WARDEN,officer,appointed,,,Patrick Sullivan,0,,,no check
2021,12,124,FENCE VIEWERS,officer,appointed,,,,1,,Vacancies,no check
2021,12,125,FIELD DRIVER,officer,appointed,,,Kathleen M. Comeal,0,,,no check
2021,12,126,FINANCE COMMITTEE,board seat,appointed,,7,Thomas Balish,0,2024,,checked
2021,12,127,FINANCE COMMITTEE,board seat,appointed,,7,Peter Beardmore,0,2022,,checked
2021,12,128,FINANCE COMMITTEE,board seat,appointed,,7,Thomas Gray,0,2024,,checked
2021,12,129,FINANCE COMMITTEE,board seat,appointed,,7,Chris Menard,0,2023,,checked
2021,12,130,FINANCE COMMITTEE,board seat,appointed,,7,David Passios,0,2022,,checked
2021,12,131,FINANCE COMMITTEE,board seat,appointed,,7,Jay Simeone,0,2023,,checked
2021,12,132,FINANCE COMMITTEE,board seat,appointed,,7,Evan Watters,0,2022,,checked
2021,12,133,GREEN COMMUNITY TASK FORCE,board seat,appointed,,5,David Blatt,0,,,check failed
2021,12,134,GREEN COMMUNITY TASK FORCE,board seat,appointed,,5,Elizabeth Murphy,0,,,check failed
2021,12,135,GREEN COMMUNITY TASK FORCE,board seat,appointed,,5,Matthew Snyder,0,,,check failed
2021,12,136,GCTF ADVISORS,officer,appointed,,,"Adam Burney, Land Use Director",0,,,no check
2021,12,137,GCTF ADVISORS,officer,appointed,,,"John Londa, Director of Facilities & Grounds",0,,,no check
2021,12,138,GCTF ADVISORS,officer,appointed,,,"Rob Oliva, DPW Director",0,,,no check
2021,13,139,TERMS ARE FOR ONE YEAR UNLESS OTHERWISE INDICATED,officer,appointed,,,"GREEN COMMUNITIES COMMITTEE (Formed June 1, 2021)",0,,,no check
2021,13,140,TERMS ARE FOR ONE YEAR UNLESS OTHERWISE INDICATED,officer,appointed,,,Dave Blatt,0,,term expires 2024,no check
2021,13,141,TERMS ARE FOR ONE YEAR UNLESS OTHERWISE INDICATED,officer,appointed,,,Elizabeth Murphy,0,,term expires June 2023,no check
2021,13,142,TERMS ARE FOR ONE YEAR UNLESS OTHERWISE INDICATED,officer,appointed,,,David Passios,0,,term expires June 2023,no check
2021,13,143,TERMS ARE FOR ONE YEAR UNLESS OTHERWISE INDICATED,officer,appointed,,,Matthew Snyder,0,,term expires June 2022,no check
2021,13,144,TERMS ARE FOR ONE YEAR UNLESS OTHERWISE INDICATED,officer,appointed,,,,1,,1 vacancy-term expires June 2024,no check
2021,13,145,TERMS ARE FOR ONE YEAR UNLESS OTHERWISE INDICATED,officer,appointed,,,,2,,2 associate member vacancies-terms expire June 2024,no check
2021,13,146,HAZARDOUS WASTE COORDINATOR,officer,appointed,,,Heather Lemieux,0,,,no check
2021,13,147,HEARINGS OFFICER,officer,appointed,,,Heather Lemieux,0,,,no check
2021,13,148,HISTORICAL COMMISSION,board seat,appointed,,3-7,Kevin Boussom,0,2023,,checked
2021,13,149,HISTORICAL COMMISSION,board seat,appointed,,3-7,Megan Lordan,0,2024,,checked
2021,13,150,HISTORICAL COMMISSION,board seat,appointed,,3-7,Richard McGrath,0,2024,,checked
2021,13,151,HISTORICAL COMMISSION,board seat,appointed,,3-7,C. William Lakso,0,2023,,checked
2021,13,152,HISTORICAL COMMISSION,board seat,appointed,,3-7,Jennifer Sanderson,0,2023,,checked
2021,13,153,INSPECTOR OF PLUMBING & GAS FITTINGS,officer,appointed,,,Gary Williams,0,,,no check
2021,13,154,ASST. INSPECTOR OF PLUMBING/GAS,officer,appointed,,,Richard Kapenas,0,,,no check
2021,13,155,INSPECTOR OF WEIGHTS & MEASURES,officer,appointed,,,Stephen E. Cullinane,0,,,no check
2021,13,156,INSPECTOR OF WIRING,officer,appointed,,,John Biery,0,,,no check
2021,13,157,ASST. INSPECTOR OF WIRING,officer,appointed,,,David Stone,0,,,no check
2021,13,158,LOCAL CENSUS LIAISON,officer,appointed,,,"Kathyrn M. Herrick, Town Clerk",0,,,no check
2021,13,159,MART ADVISORY BOARD,officer,appointed,,,Michael-Ray Jeffreys,0,,,no check
2021,13,160,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,Matthew Brenner-Planning Board Representative,0,,,no check
2021,13,161,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,Todd Dwyer-Select Board Representative,0,,,no check
2021,13,162,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,12.,0,,,no check
2021,14,163,MONTACHUSETT METROPOLITAN PLANNING ORGANIZATION,officer,appointed,,,Michael-Ray Jeffreys- Select Board Representative,0,,,no check
2021,14,164,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,,Matthew Brenner-Planning Board,0,,,no check
2021,14,165,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,,James Marino-Select Board,0,,,no check
