key,label,fy,stage,variant,value,documents_disagree,source
es social studies,E.S. Social Studies,2024,proposed,,266,0,final-fy25-budget-4-3-24.txt
es social studies,E.S. Social Studies,2024,restated,,211,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
es social studies,E.S. Social Studies,2025,proposed,,339,0,fy26-school-dept-approved-budget-3-12-25.txt
es social studies,E.S. Social Studies,2025,restated,,229,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
es social studies,E.S. Social Studies,2025,settled,,339,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
es social studies,E.S. Social Studies,2026,proposed,,123,0,fy26-school-dept-approved-budget-3-12-25.txt
es social studies,E.S. Social Studies,2026,settled,,123,0,final-budget-document.txt
es social studies,E.S. Social Studies,2027,proposed,,138,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es social studies,E.S. Social Studies,2027,proposed,Balanced,138,0,final-budget-document.txt
es social studies,E.S. Social Studies,2027,proposed,Core Budget,138,0,final-budget-document.txt
es social studies,E.S. Social Studies,2027,proposed,Level Service,138,0,fy27-budget-projections-as-of-3-23-26.txt
es social studies,E.S. Social Studies,2027,proposed,Restoration,138,0,final-budget-document.txt
es social worker,E.S. Social Worker,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
es social worker,E.S. Social Worker,2025,proposed,,87184,0,fy26-school-dept-approved-budget-3-12-25.txt
es social worker,E.S. Social Worker,2026,proposed,,92939,0,fy26-school-dept-approved-budget-3-12-25.txt
es social worker,E.S. Social Worker,2026,settled,,92939,0,final-budget-document.txt
es social worker,E.S. Social Worker,2027,proposed,Balanced,96192,0,final-budget-document.txt
es social worker,E.S. Social Worker,2027,proposed,Core Budget,96192,0,final-budget-document.txt
es social worker,E.S. Social Worker,2027,proposed,Level Service,96192,0,fy27-budget-projections-as-of-3-23-26.txt
es social worker,E.S. Social Worker,2027,proposed,Restoration,96192,0,final-budget-document.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2014,restated,,0,0,fy19-supt-proposed-expense-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2017,restated,,1242,0,fy21-approved-school-budget-6-13-20.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2018,restated,,1615,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2018,settled,,1865,0,fy19-supt-proposed-expense-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2019,proposed,,1559,1,fy19-supt-proposed-expense-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2019,restated,,1517,0,fy23-approved-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2019,settled,,1559,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2020,proposed,,1507,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2020,restated,,1251,0,fy24-approved-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2020,settled,,1507,0,fy21-approved-school-budget-6-13-20.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2021,proposed,,1248,0,fy21-approved-school-budget-6-13-20.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2021,restated,,1248,0,fy24-approved-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2021,settled,,1248,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2022,proposed,,1666,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2022,restated,,1177,0,fy24-approved-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2022,settled,,1666,0,fy23-approved-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2023,proposed,,3688,0,fy23-approved-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2023,restated,,2965,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2023,settled,,3688,0,fy24-approved-budget.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2024,proposed,,2783,0,final-fy25-budget-4-3-24.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2024,restated,,792,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2025,proposed,,614,1,fy26-school-dept-approved-budget-3-12-25.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2025,restated,,386,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2025,settled,,614,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2026,proposed,,1492,0,fy26-school-dept-approved-budget-3-12-25.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2026,settled,,1492,0,final-budget-document.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2027,proposed,,3317,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2027,proposed,Balanced,3317,0,final-budget-document.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2027,proposed,Core Budget,3317,0,final-budget-document.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2027,proposed,Level Service,3317,0,fy27-budget-projections-as-of-3-23-26.txt
es special ed instr materials,E.S. Special Education Instr. Materials,2027,proposed,Restoration,3317,0,final-budget-document.txt
es special ed para,E.S. Special Ed Paraprofessionals,2014,restated,,0,0,fy19-supt-proposed-personnel-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2017,restated,,146275,0,fy21-approved-school-budget-6-13-20.txt
es special ed para,E.S. Special Ed Paraprofessionals,2018,restated,,122049,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2018,settled,,141075,0,fy19-supt-proposed-personnel-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2019,proposed,,141976,0,fy19-supt-proposed-personnel-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2019,restated,,110231,0,fy23-approved-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2019,settled,,107022,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2020,proposed,,130986,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2020,restated,,137338,0,fy24-approved-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2020,settled,,128497,0,fy21-approved-school-budget-6-13-20.txt
es special ed para,E.S. Special Ed Paraprofessionals,2021,proposed,,129681,0,fy21-approved-school-budget-6-13-20.txt
es special ed para,E.S. Special Ed Paraprofessionals,2021,restated,,129681,0,fy24-approved-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2021,settled,,129681,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2022,proposed,,231508,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2022,restated,,256591,0,fy24-approved-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2022,settled,,207180,0,fy23-approved-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2023,proposed,,247052,0,fy23-approved-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2023,restated,,192693,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed para,E.S. Special Ed Paraprofessionals,2023,settled,,244753,0,fy24-approved-budget.txt
es special ed para,E.S. Special Ed Paraprofessionals,2024,proposed,,248846,0,final-fy25-budget-4-3-24.txt
es special ed para,E.S. Special Ed Paraprofessionals,2024,restated,,352507,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed para,E.S. Special Ed Paraprofessionals,2025,proposed,,312445,1,fy26-school-dept-approved-budget-3-12-25.txt
es special ed para,E.S. Special Ed Paraprofessionals,2025,restated,,244291,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed para,E.S. Special Ed Paraprofessionals,2026,proposed,,225152,0,fy26-school-dept-approved-budget-3-12-25.txt
es special ed para,E.S. Special Ed Paraprofessionals,2026,settled,,225152,0,final-budget-document.txt
es special ed para,E.S. Special Ed Paraprofessionals,2027,proposed,,396666,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed para,E.S. Special Ed Paraprofessionals,2027,proposed,Balanced,396666,0,final-budget-document.txt
es special ed para,E.S. Special Ed Paraprofessionals,2027,proposed,Core Budget,396666,0,final-budget-document.txt
es special ed para,E.S. Special Ed Paraprofessionals,2027,proposed,Level Service,396666,0,fy27-budget-projections-as-of-3-23-26.txt
es special ed para,E.S. Special Ed Paraprofessionals,2027,proposed,Restoration,396666,0,final-budget-document.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Tchr,2017,proposed,,314459,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Tchr,2017,restated,,307620,0,fy21-approved-school-budget-6-13-20.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Tchr,2018,proposed,,330928,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2018,restated,,270455,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Tchr,2019,proposed,,280982,0,fy19-school-dept-budget-approved-6-20-18.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2019,restated,,280982,0,fy23-approved-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2020,restated,,291220,0,fy24-approved-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Tchr,2020,settled,,291220,0,fy21-approved-school-budget-6-13-20.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Tchr,2021,proposed,,362179,0,fy21-approved-school-budget-6-13-20.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2021,restated,,362179,0,fy24-approved-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2021,settled,,362179,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2022,proposed,,396140,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2022,restated,,342512,0,fy24-approved-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2022,settled,,342512,0,fy23-approved-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2023,proposed,,357407,0,fy23-approved-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2023,settled,,362022,0,fy24-approved-budget.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2024,proposed,,377141,0,final-fy25-budget-4-3-24.txt
es special ed resource rm teacher,E.S. Specl Ed Resource Rm Teacher,2025,proposed,,405104,1,fy25-final-approved-budget-salaries-6-5-24.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2014,restated,,0,0,fy19-supt-proposed-personnel-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2017,proposed,,67086,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2017,restated,,65931,0,fy21-approved-school-budget-6-13-20.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2018,proposed,,71576,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2018,restated,,69215,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2018,settled,,69276,0,fy19-supt-proposed-personnel-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2019,proposed,,74282,0,fy19-supt-proposed-personnel-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2019,restated,,74281,0,fy23-approved-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2019,settled,,74282,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2020,proposed,,74989,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2020,restated,,23818,0,fy24-approved-budget.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2020,settled,,25880,0,fy21-approved-school-budget-6-13-20.txt
es special ed speech pathologist,E.S. Specl Ed Speech Pathlgsts,2021,proposed,,28218,0,fy21-approved-school-budget-6-13-20.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2021,restated,,28218,0,fy24-approved-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2021,settled,,28218,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2022,proposed,,29226,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2022,restated,,29957,0,fy24-approved-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2022,settled,,29957,0,fy23-approved-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2023,proposed,,31455,0,fy23-approved-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2023,restated,,31454,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2023,settled,,31455,0,fy24-approved-budget.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2024,proposed,,32829,0,final-fy25-budget-4-3-24.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2024,restated,,97155,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2025,proposed,,75368,1,fy26-school-dept-approved-budget-3-12-25.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2025,restated,,77252,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2026,proposed,,81483,0,fy26-school-dept-approved-budget-3-12-25.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2026,settled,,81483,0,final-budget-document.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2027,proposed,,85055,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2027,proposed,Balanced,85055,0,final-budget-document.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2027,proposed,Core Budget,85055,0,final-budget-document.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2027,proposed,Level Service,85055,0,fy27-budget-projections-as-of-3-23-26.txt
es special ed speech pathologist,E.S. Special Ed Speech Pathologists,2027,proposed,Restoration,85055,0,final-budget-document.txt
es special ed sub,E.S. Special Ed Subs .,2014,restated,,0,0,fy19-supt-proposed-personnel-budget.txt
es special ed sub,E.S. Special Ed Subs .,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed sub,E.S. Special Ed Subs .,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed sub,E.S. Special Ed Subs .,2017,proposed,,28500,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es special ed sub,E.S. Special Ed Subs .,2017,restated,,34714,0,fy21-approved-school-budget-6-13-20.txt
es special ed sub,E.S. Special Ed Subs .,2018,proposed,,13500,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es special ed sub,E.S. Special Ed Subs .,2018,restated,,41320,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed sub,E.S. Special Ed Subs .,2018,settled,,13500,0,fy19-supt-proposed-personnel-budget.txt
es special ed sub,E.S. Special Ed Subs .,2019,proposed,,13500,0,fy19-supt-proposed-personnel-budget.txt
es special ed sub,E.S. Special Ed Subs .,2019,restated,,6505,0,fy23-approved-budget.txt
es special ed sub,E.S. Special Ed Subs .,2019,settled,,13500,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed sub,E.S. Special Ed Subs .,2020,proposed,,13500,0,budget-hearing-fy20-proposed-lps-budget.txt
es special ed sub,E.S. Special Ed Subs .,2020,restated,,9266,0,fy24-approved-budget.txt
es special ed sub,E.S. Special Ed Subs .,2020,settled,,13500,0,fy21-approved-school-budget-6-13-20.txt
es special ed sub,E.S. Special Ed Subs .,2021,proposed,,13500,0,fy21-approved-school-budget-6-13-20.txt
es special ed sub,E.S. Special Ed Subs .,2021,restated,,13500,0,fy24-approved-budget.txt
es special ed sub,E.S. Special Ed Subs .,2021,settled,,13500,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed sub,E.S. Special Ed Subs .,2022,proposed,,15500,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es special ed sub,E.S. Special Ed Subs .,2022,restated,,13082,0,fy24-approved-budget.txt
es special ed sub,E.S. Special Ed Subs .,2022,settled,,15500,0,fy23-approved-budget.txt
es special ed sub,E.S. Special Ed Subs .,2023,proposed,,15500,0,fy23-approved-budget.txt
es special ed sub,E.S. Special Ed Subs .,2023,restated,,19540,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed sub,E.S. Special Ed Subs .,2023,settled,,15500,0,fy24-approved-budget.txt
es special ed sub,E.S. Special Ed Subs .,2024,proposed,,15500,0,final-fy25-budget-4-3-24.txt
es special ed sub,E.S. Special Ed Subs .,2024,restated,,33555,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed sub,E.S. Special Ed Subs .,2025,proposed,,15500,0,fy26-school-dept-approved-budget-3-12-25.txt
es special ed sub,E.S. Special Ed Subs .,2025,restated,,15508,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed sub,E.S. Special Ed Subs .,2026,proposed,,15500,0,fy26-school-dept-approved-budget-3-12-25.txt
es special ed sub,E.S. Special Ed Subs .,2026,settled,,15500,0,final-budget-document.txt
es special ed sub,E.S. Special Ed Subs .,2027,proposed,,15500,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed sub,E.S. Special Ed Subs .,2027,proposed,Balanced,15500,0,final-budget-document.txt
es special ed sub,E.S. Special Ed Subs .,2027,proposed,Core Budget,15500,0,final-budget-document.txt
es special ed sub,E.S. Special Ed Subs .,2027,proposed,Level Service,15500,0,fy27-budget-projections-as-of-3-23-26.txt
es special ed sub,E.S. Special Ed Subs .,2027,proposed,Restoration,15500,0,final-budget-document.txt
es special ed teacher,ES Special Ed Teachers,2023,restated,,366583,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed teacher,ES Special Ed Teachers,2024,restated,,288970,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed teacher,ES Special Ed Teachers,2025,proposed,,405104,0,fy26-school-dept-approved-budget-3-12-25.txt
es special ed teacher,ES Special Ed Teachers,2025,restated,,345571,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed teacher,ES Special Ed Teachers,2026,proposed,,317554,0,fy26-school-dept-approved-budget-3-12-25.txt
es special ed teacher,ES Special Ed Teachers,2026,settled,,344938,0,final-budget-document.txt
es special ed teacher,ES Special Ed Teachers,2027,proposed,,403248,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es special ed teacher,ES Special Ed Teachers,2027,proposed,Balanced,335035,0,final-budget-document.txt
es special ed teacher,ES Special Ed Teachers,2027,proposed,Core Budget,407476,0,final-budget-document.txt
es special ed teacher,ES Special Ed Teachers,2027,proposed,Level Service,335035,0,fy27-budget-projections-as-of-3-23-26.txt
es special ed teacher,ES Special Ed Teachers,2027,proposed,Restoration,407476,0,final-budget-document.txt
es teacher regular,E.S. Teachers/Regular,2014,restated,,0,0,fy19-supt-proposed-personnel-budget.txt
es teacher regular,E.S. Teachers/Regular,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es teacher regular,E.S. Teachers/Regular,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es teacher regular,E.S. Teachers/Regular,2017,proposed,,1333606,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es teacher regular,E.S. Teachers/Regular,2017,restated,,1325676,0,fy21-approved-school-budget-6-13-20.txt
es teacher regular,E.S. Teachers/Regular,2018,proposed,,1341969,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
es teacher regular,E.S. Teachers/Regular,2018,restated,,1248857,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es teacher regular,E.S. Teachers/Regular,2018,settled,,1275869,0,fy19-supt-proposed-personnel-budget.txt
es teacher regular,E.S. Teachers/Regular,2019,proposed,,1363808,1,fy19-supt-proposed-personnel-budget.txt
es teacher regular,E.S. Teachers/Regular,2019,restated,,1309457,0,fy23-approved-budget.txt
es teacher regular,E.S. Teachers/Regular,2019,settled,,1307284,0,budget-hearing-fy20-proposed-lps-budget.txt
es teacher regular,E.S. Teachers/Regular,2020,proposed,,1254491,0,budget-hearing-fy20-proposed-lps-budget.txt
es teacher regular,E.S. Teachers/Regular,2020,restated,,1256741,0,fy24-approved-budget.txt
es teacher regular,E.S. Teachers/Regular,2020,settled,,1261749,0,fy21-approved-school-budget-6-13-20.txt
es teacher regular,E.S. Teachers/Regular,2021,proposed,,1360338,0,fy21-approved-school-budget-6-13-20.txt
es teacher regular,E.S. Teachers/Regular,2021,restated,,1360338,0,fy24-approved-budget.txt
es teacher regular,E.S. Teachers/Regular,2021,settled,,1360338,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es teacher regular,E.S. Teachers/Regular,2022,proposed,,1393961,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es teacher regular,E.S. Teachers/Regular,2022,restated,,1387499,0,fy24-approved-budget.txt
es teacher regular,E.S. Teachers/Regular,2022,settled,,1426694,0,fy23-approved-budget.txt
es teacher regular,E.S. Teachers/Regular,2023,proposed,,1469090,0,fy23-approved-budget.txt
es teacher regular,E.S. Teachers/Regular (3-5),2023,restated,,1532717,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es teacher regular,E.S. Teachers/Regular,2023,settled,,1465494,0,fy24-approved-budget.txt
es teacher regular,E.S. Teachers/Regular,2024,proposed,,1527124,0,final-fy25-budget-4-3-24.txt
es teacher regular,E.S. Teachers/Regular (3-5),2024,restated,,1514882,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es teacher regular,E.S. Teachers/Regular,2025,proposed,,1506487,1,fy26-school-dept-approved-budget-3-12-25.txt
es teacher regular,E.S. Teachers/Regular (3-5),2025,restated,,1431891,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es teacher regular,E.S. Teachers/Regular,2026,proposed,,1455241,0,fy26-school-dept-approved-budget-3-12-25.txt
es teacher regular,E.S. Teachers/Regular (3-5),2026,settled,,1552471,0,final-budget-document.txt
es teacher regular,E.S. Teachers/Regular (3-5),2027,proposed,,1709164,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
es teacher regular,E.S. Teachers/Regular (3-5),2027,proposed,Balanced,1488068,0,final-budget-document.txt
es teacher regular,E.S. Teachers/Regular (3-5),2027,proposed,Core Budget,1721845,0,final-budget-document.txt
es teacher regular,E.S. Teachers/Regular (3-5),2027,proposed,Level Service,1711983,0,fy27-budget-projections-as-of-3-23-26.txt
es teacher regular,E.S. Teachers/Regular (3-5),2027,proposed,Restoration,1711983,0,final-budget-document.txt
es testing materials,E.S. Testing Materials,2025,proposed,,0,0,fy25-final-approved-budget-expenses-6-5-24.txt
es textbooks,E.S. Textbooks,2014,restated,,0,0,fy19-supt-proposed-expense-budget.txt
es textbooks,E.S. Textbooks,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es textbooks,E.S. Textbooks,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es textbooks,E.S. Textbooks,2017,restated,,0,0,fy21-approved-school-budget-6-13-20.txt
es textbooks,E.S. Textbooks,2018,restated,,737,1,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es textbooks,E.S. Textbooks,2018,settled,,737,0,fy19-supt-proposed-expense-budget.txt
es textbooks,E.S. Textbooks,2019,proposed,,0,0,fy19-supt-proposed-expense-budget.txt
es textbooks,E.S. Textbooks,2019,restated,,0,0,fy23-approved-budget.txt
es textbooks,E.S. Textbooks,2019,settled,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es textbooks,E.S. Textbooks,2020,proposed,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es textbooks,E.S. Textbooks,2020,restated,,0,0,fy23-approved-budget.txt
es textbooks,E.S. Textbooks,2020,settled,,0,0,fy21-approved-school-budget-6-13-20.txt
es textbooks,E.S. Textbooks,2021,proposed,,0,0,fy21-approved-school-budget-6-13-20.txt
es textbooks,E.S. Textbooks,2021,restated,,0,0,fy23-approved-budget.txt
es textbooks,E.S. Textbooks,2021,settled,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es textbooks,E.S. Textbooks,2022,proposed,,0,1,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es textbooks,E.S. Textbooks,2022,settled,,8606,0,fy23-approved-budget.txt
es textbooks,E.S. Textbooks,2023,proposed,,0,0,fy23-approved-budget.txt
es textbooks,E.S. Textbooks,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
es textbooks,E.S. Textbooks,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
es textbooks,E.S. Textbooks,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
es workbooks,E.S. Workbooks,2014,restated,,0,0,fy19-supt-proposed-expense-budget.txt
es workbooks,E.S. Workbooks,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es workbooks,E.S. Workbooks,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
es workbooks,E.S. Workbooks,2017,restated,,275,0,fy21-approved-school-budget-6-13-20.txt
es workbooks,E.S. Workbooks,2018,restated,,6577,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
es workbooks,E.S. Workbooks,2018,settled,,7177,0,fy19-supt-proposed-expense-budget.txt
es workbooks,E.S. Workbooks,2019,proposed,,14497,1,fy19-supt-proposed-expense-budget.txt
es workbooks,E.S. Workbooks,2019,restated,,7229,0,fy23-approved-budget.txt
es workbooks,E.S. Workbooks,2019,settled,,11070,0,budget-hearing-fy20-proposed-lps-budget.txt
es workbooks,E.S. Workbooks,2020,proposed,,10622,0,budget-hearing-fy20-proposed-lps-budget.txt
