video_id,board_slug,meeting_date,path,segments,seconds,language,generated,chars,fetched_at
KZQrOju5CWo,finance-committee,2026-07-23,sources/data/youtube-transcripts/finance-committee/2026-07-23-KZQrOju5CWo.json,3967,9049,en,auto,391864,2026-09-10T16:40:01Z
COzfPKYMWPA,select-board,2026-07-21,sources/data/youtube-transcripts/select-board/2026-07-21-COzfPKYMWPA.json,1918,4768,en,auto,188220,2026-09-10T16:17:39Z
Dvp2YlTJOXo,school-committee,2026-07-15,sources/data/youtube-transcripts/school-committee/2026-07-15-Dvp2YlTJOXo.json,1516,3562,en,auto,140839,2026-09-10T15:43:13Z
tlJWseLMwCE,select-board,2026-07-14,sources/data/youtube-transcripts/select-board/2026-07-14-tlJWseLMwCE.json,3478,7827,en,auto,339413,2026-09-10T16:18:26Z
eqCVy5g-wWE,select-board,2026-07-07,sources/data/youtube-transcripts/select-board/2026-07-07-eqCVy5g-wWE.json,2593,6134,en,auto,253502,2026-09-10T16:19:12Z
O1ypL39O-TM,select-board,2026-06-30,sources/data/youtube-transcripts/select-board/2026-06-30-O1ypL39O-TM.json,158,326,en,auto,15594,2026-09-10T16:19:58Z
ZS-tW_drdqE,school-committee,2026-06-24,sources/data/youtube-transcripts/school-committee/2026-06-24-ZS-tW_drdqE.json,3673,8132,en,auto,359735,2026-09-10T15:46:52Z
dJfFYbktFzs,select-board,2026-06-16,sources/data/youtube-transcripts/select-board/2026-06-16-dJfFYbktFzs.json,1322,2802,en,auto,123140,2026-09-10T16:20:44Z
7k6khgLOCY8,select-board,2026-06-15,sources/data/youtube-transcripts/select-board/2026-06-15-7k6khgLOCY8.json,2047,4343,en,auto,187716,2026-09-10T16:21:30Z
UQXjJNVXTC8,finance-committee,2026-06-11,sources/data/youtube-transcripts/finance-committee/2026-06-11-UQXjJNVXTC8.json,764,1959,en,auto,75991,2026-09-10T16:40:47Z
Iu4Ha9TpRKs,school-committee,2026-06-03,sources/data/youtube-transcripts/school-committee/2026-06-03-Iu4Ha9TpRKs.json,2626,6458,en,auto,259768,2026-09-10T15:47:48Z
zkmjpWzNB8M,select-board,2026-06-02,sources/data/youtube-transcripts/select-board/2026-06-02-zkmjpWzNB8M.json,2551,6915,en,auto,246274,2026-09-10T16:22:16Z
BUB31HGDim4,finance-committee,2026-05-28,sources/data/youtube-transcripts/finance-committee/2026-05-28-BUB31HGDim4.json,1452,3136,en,auto,133803,2026-09-10T16:41:33Z
WMLR7WqrZPw,school-committee,2026-05-20,sources/data/youtube-transcripts/school-committee/2026-05-20-WMLR7WqrZPw.json,3936,9244,en,auto,387619,2026-09-10T15:48:34Z
JnVWS4tJouo,select-board,2026-05-19,sources/data/youtube-transcripts/select-board/2026-05-19-JnVWS4tJouo.json,1539,3275,en,auto,145236,2026-09-10T16:23:12Z
Zm5Mx4qR6ic,select-board,2026-05-12,sources/data/youtube-transcripts/select-board/2026-05-12-Zm5Mx4qR6ic.json,1872,4775,en,auto,184546,2026-09-10T16:23:59Z
x3f-Q2Db_14,school-committee,2026-05-06,sources/data/youtube-transcripts/school-committee/2026-05-06-x3f-Q2Db_14.json,3844,8273,en,auto,378347,2026-09-10T15:49:21Z
KkmAQOb3gUQ,select-board,2026-05-05,sources/data/youtube-transcripts/select-board/2026-05-05-KkmAQOb3gUQ.json,1195,2558,en,auto,115160,2026-09-10T16:24:45Z
Qxau0aMYpVk,select-board,2026-04-30,sources/data/youtube-transcripts/select-board/2026-04-30-Qxau0aMYpVk.json,63,142,en,auto,6876,2026-09-10T16:25:31Z
_JDMK4iDFTc,select-board,2026-04-21,sources/data/youtube-transcripts/select-board/2026-04-21-_JDMK4iDFTc.json,1046,2302,en,auto,103118,2026-09-10T16:26:17Z
3qvTFo6yU_s,school-committee,2026-04-15,sources/data/youtube-transcripts/school-committee/2026-04-15-3qvTFo6yU_s.json,2747,6056,en,auto,267259,2026-09-10T15:50:07Z
sF7yvu2C25w,select-board,2026-04-14,sources/data/youtube-transcripts/select-board/2026-04-14-sF7yvu2C25w.json,2881,6145,en,auto,280105,2026-09-10T16:27:03Z
rPW2ew89EDs,select-board,2026-04-07,sources/data/youtube-transcripts/select-board/2026-04-07-rPW2ew89EDs.json,2815,6240,en,auto,271015,2026-09-10T16:27:59Z
nyauVYl3zd0,finance-committee,2026-04-06,sources/data/youtube-transcripts/finance-committee/2026-04-06-nyauVYl3zd0.json,1946,5825,en,auto,185113,2026-09-10T16:42:19Z
erUXTd1phSg,finance-committee,2026-04-02,sources/data/youtube-transcripts/finance-committee/2026-04-02-erUXTd1phSg.json,2977,7389,en,auto,282980,2026-09-10T16:43:05Z
4ef6KsOweWs,school-committee,2026-04-01,sources/data/youtube-transcripts/school-committee/2026-04-01-4ef6KsOweWs.json,2979,6576,en,auto,290827,2026-09-10T15:50:53Z
ACXm07GcviI,select-board,2026-03-31,sources/data/youtube-transcripts/select-board/2026-03-31-ACXm07GcviI.json,2972,6258,en,auto,289912,2026-09-10T16:28:45Z
tZv6KVIYb9w,finance-committee,2026-03-26,sources/data/youtube-transcripts/finance-committee/2026-03-26-tZv6KVIYb9w.json,6165,15124,en,auto,610021,2026-09-10T16:43:52Z
lq1UgU1vxNg,school-committee,2026-03-24,sources/data/youtube-transcripts/school-committee/2026-03-24-lq1UgU1vxNg.json,2537,6106,en,auto,246996,2026-09-10T15:51:39Z
rfgkwHS9-54,school-committee,2026-03-23,sources/data/youtube-transcripts/school-committee/2026-03-23-rfgkwHS9-54.json,2644,5962,en,auto,253384,2026-09-10T15:52:26Z
ZOabmf1VKjg,finance-committee,2026-03-19,sources/data/youtube-transcripts/finance-committee/2026-03-19-ZOabmf1VKjg.json,363,842,en,auto,34478,2026-09-10T16:44:38Z
d8UUVRoCwoY,school-committee,2026-03-18,sources/data/youtube-transcripts/school-committee/2026-03-18-d8UUVRoCwoY.json,5812,13263,en,auto,568949,2026-09-10T15:53:13Z
S3K-268mDJs,select-board,2026-03-17,sources/data/youtube-transcripts/select-board/2026-03-17-S3K-268mDJs.json,2449,6265,en,auto,233705,2026-09-10T16:33:27Z
QkqNg9jDIEM,select-board,2026-03-16,sources/data/youtube-transcripts/select-board/2026-03-16-QkqNg9jDIEM.json,4487,8794,en,auto,414302,2026-09-11T13:16:27Z
bwTkjEJBMFc,finance-committee,2026-03-12,sources/data/youtube-transcripts/finance-committee/2026-03-12-bwTkjEJBMFc.json,4465,11937,en,auto,439308,2026-09-10T16:45:24Z
J2xuwwj9eJo,school-committee,2026-03-10,sources/data/youtube-transcripts/school-committee/2026-03-10-J2xuwwj9eJo.json,3708,8584,en,auto,368711,2026-09-10T15:53:59Z
7TS97IU0kuA,select-board,2026-03-10,sources/data/youtube-transcripts/select-board/2026-03-10-7TS97IU0kuA.json,1543,3570,en,auto,154768,2026-09-11T13:17:14Z
nOjhdlIY9m4,finance-committee,2026-03-05,sources/data/youtube-transcripts/finance-committee/2026-03-05-nOjhdlIY9m4.json,3313,9569,en,auto,323409,2026-09-10T16:46:10Z
nfSdiKc6yvo,school-committee,2026-03-04,sources/data/youtube-transcripts/school-committee/2026-03-04-nfSdiKc6yvo.json,4245,9239,en,auto,413857,2026-09-10T15:54:48Z
6jXf3lDC_-U,select-board,2026-03-03,sources/data/youtube-transcripts/select-board/2026-03-03-6jXf3lDC_-U.json,3704,8847,en,auto,366854,2026-09-11T13:18:00Z
A4dDCncf5cQ,finance-committee,2026-02-26,sources/data/youtube-transcripts/finance-committee/2026-02-26-A4dDCncf5cQ.json,6100,14752,en,auto,601933,2026-09-10T16:46:56Z
cVYmZPJvgBg,school-committee,2026-02-25,sources/data/youtube-transcripts/school-committee/2026-02-25-cVYmZPJvgBg.json,4722,10737,en,auto,460716,2026-09-10T15:55:35Z
JVB4H7xpVUw,select-board,2026-02-24,sources/data/youtube-transcripts/select-board/2026-02-24-JVB4H7xpVUw.json,741,1690,en,auto,72600,2026-09-11T13:18:46Z
zdeK5iigzNY,finance-committee,2026-02-19,sources/data/youtube-transcripts/finance-committee/2026-02-19-zdeK5iigzNY.json,4876,12023,en,auto,477375,2026-09-10T16:47:43Z
VfWvWHwTzog,select-board,2026-02-17,sources/data/youtube-transcripts/select-board/2026-02-17-VfWvWHwTzog.json,2539,5483,en,auto,250048,2026-09-11T13:19:32Z
iGeYk_rpnO4,finance-committee,2026-02-12,sources/data/youtube-transcripts/finance-committee/2026-02-12-iGeYk_rpnO4.json,1039,2574,en,auto,102469,2026-09-11T13:39:19Z
g_Fw3bGKhWU,select-board,2026-02-10,sources/data/youtube-transcripts/select-board/2026-02-10-g_Fw3bGKhWU.json,5236,11517,en,auto,520053,2026-09-11T13:20:19Z
6csHPPkKg7c,finance-committee,2026-02-05,sources/data/youtube-transcripts/finance-committee/2026-02-05-6csHPPkKg7c.json,5623,14243,en,auto,555934,2026-09-11T13:40:05Z
akQoA2PejrQ,school-committee,2026-02-04,sources/data/youtube-transcripts/school-committee/2026-02-04-akQoA2PejrQ.json,3565,8301,en,auto,348755,2026-09-10T15:56:21Z
HsjpFotE9hc,school-committee,2026-02-04,sources/data/youtube-transcripts/school-committee/2026-02-04-HsjpFotE9hc.json,2161,5143,en,auto,217196,2026-09-10T15:57:17Z
Y7AKUqslZ4c,select-board,2026-02-03,sources/data/youtube-transcripts/select-board/2026-02-03-Y7AKUqslZ4c.json,1526,3609,en,auto,152773,2026-09-11T13:21:05Z
1xPyYMnz50E,school-committee,2026-01-27,sources/data/youtube-transcripts/school-committee/2026-01-27-1xPyYMnz50E.json,3775,8480,en,auto,374739,2026-09-10T15:58:14Z
NIZgbfhPwD8,school-committee,2026-01-21,sources/data/youtube-transcripts/school-committee/2026-01-21-NIZgbfhPwD8.json,3414,7813,en,auto,336203,2026-09-10T15:59:00Z
dJJBSRi5z5U,select-board,2026-01-13,sources/data/youtube-transcripts/select-board/2026-01-13-dJJBSRi5z5U.json,2680,9779,en,auto,260094,2026-09-11T13:21:56Z
D34uSOZ8GkY,school-committee,2026-01-12,sources/data/youtube-transcripts/school-committee/2026-01-12-D34uSOZ8GkY.json,4152,9870,en,auto,402522,2026-09-10T15:59:56Z
GykEFtJVvsM,finance-committee,2026-01-08,sources/data/youtube-transcripts/finance-committee/2026-01-08-GykEFtJVvsM.json,3534,8261,en,auto,344141,2026-09-11T13:40:51Z
pjSX2hx8kwI,school-committee,2026-01-07,sources/data/youtube-transcripts/school-committee/2026-01-07-pjSX2hx8kwI.json,4497,9562,en,auto,437591,2026-09-10T16:00:42Z
2JrrFy4AqdI,select-board,2026-01-06,sources/data/youtube-transcripts/select-board/2026-01-06-2JrrFy4AqdI.json,1372,3015,en,auto,135602,2026-09-11T13:22:42Z
2jGwJ4yXAsc,select-board,2025-12-30,sources/data/youtube-transcripts/select-board/2025-12-30-2jGwJ4yXAsc.json,58,114,en,auto,6238,2026-09-11T13:23:28Z
HqOLbOduM1I,school-committee,2025-12-17,sources/data/youtube-transcripts/school-committee/2025-12-17-HqOLbOduM1I.json,3770,8276,en,auto,370966,2026-09-10T16:01:28Z
VN__R5GGS8M,select-board,2025-12-16,sources/data/youtube-transcripts/select-board/2025-12-16-VN__R5GGS8M.json,2570,6097,en,auto,254063,2026-09-11T13:24:15Z
Z87KMc--ZoY,select-board,2025-12-09,sources/data/youtube-transcripts/select-board/2025-12-09-Z87KMc--ZoY.json,4854,13700,en,auto,477793,2026-09-11T13:25:01Z
sAkIiP5VByQ,master-plan-steering-committee,2025-12-04,sources/data/youtube-transcripts/master-plan-steering-committee/2025-12-04-sAkIiP5VByQ.json,1535,4461,en,auto,152710,2026-09-10T16:53:23Z
LAK2GHxq2is,school-committee,2025-12-03,sources/data/youtube-transcripts/school-committee/2025-12-03-LAK2GHxq2is.json,3770,8660,en,auto,371812,2026-09-10T16:02:15Z
nyRODr1VSBI,select-board,2025-12-02,sources/data/youtube-transcripts/select-board/2025-12-02-nyRODr1VSBI.json,1631,3787,en,auto,162099,2026-09-11T13:25:48Z
WRTRvPgKRfs,select-board,2025-11-25,sources/data/youtube-transcripts/select-board/2025-11-25-WRTRvPgKRfs.json,727,1950,en,auto,72393,2026-09-11T13:26:34Z
-J6CegBuG44,school-committee,2025-11-24,sources/data/youtube-transcripts/school-committee/2025-11-24--J6CegBuG44.json,3966,9842,en,auto,390134,2026-09-10T16:03:01Z
6PZ-J-oIAkQ,school-committee,2025-11-19,sources/data/youtube-transcripts/school-committee/2025-11-19-6PZ-J-oIAkQ.json,4818,10618,en,auto,471530,2026-09-10T16:03:47Z
Nj-LozM-f1A,select-board,2025-11-17,sources/data/youtube-transcripts/select-board/2025-11-17-Nj-LozM-f1A.json,1027,2983,en,auto,99234,2026-09-11T13:27:20Z
qj8kSA4GSb0,finance-committee,2025-11-13,sources/data/youtube-transcripts/finance-committee/2025-11-13-qj8kSA4GSb0.json,3074,7833,en,auto,298177,2026-09-11T13:41:38Z
gvMBXdLD8D4,school-committee,2025-11-05,sources/data/youtube-transcripts/school-committee/2025-11-05-gvMBXdLD8D4.json,3633,8405,en,auto,355644,2026-09-10T16:04:42Z
25T0TEWN9jw,select-board,2025-11-04,sources/data/youtube-transcripts/select-board/2025-11-04-25T0TEWN9jw.json,1848,4217,en,auto,182582,2026-09-11T13:28:06Z
OaDD8h7xzAQ,select-board,2025-10-24,sources/data/youtube-transcripts/select-board/2025-10-24-OaDD8h7xzAQ.json,1004,2160,en,auto,96834,2026-09-11T13:28:52Z
ji1JxJt4efU,finance-committee,2025-10-23,sources/data/youtube-transcripts/finance-committee/2025-10-23-ji1JxJt4efU.json,2543,6388,en,auto,247591,2026-09-11T13:42:24Z
oVWly4MA-TI,master-plan-steering-committee,2025-10-22,sources/data/youtube-transcripts/master-plan-steering-committee/2025-10-22-oVWly4MA-TI.json,1159,3209,en,auto,117164,2026-09-10T16:54:10Z
5o7AkUKzXo8,select-board,2025-10-21,sources/data/youtube-transcripts/select-board/2025-10-21-5o7AkUKzXo8.json,5260,12906,en,auto,524491,2026-09-11T13:29:38Z
4sOnEhLYjmo,school-committee,2025-10-15,sources/data/youtube-transcripts/school-committee/2025-10-15-4sOnEhLYjmo.json,3839,9312,en,auto,378398,2026-09-10T16:05:28Z
DkFQW0c9ou4,select-board,2025-10-14,sources/data/youtube-transcripts/select-board/2025-10-14-DkFQW0c9ou4.json,3560,8226,en,auto,349511,2026-09-11T13:30:25Z
ij1bfNLrBiI,finance-committee,2025-10-09,sources/data/youtube-transcripts/finance-committee/2025-10-09-ij1bfNLrBiI.json,1314,3174,en,auto,128269,2026-09-11T13:43:11Z
h2XwBjhMCiI,select-board,2025-10-07,sources/data/youtube-transcripts/select-board/2025-10-07-h2XwBjhMCiI.json,3734,9201,en,auto,368282,2026-09-11T13:31:12Z
9PPe7uMWAq4,school-committee,2025-10-01,sources/data/youtube-transcripts/school-committee/2025-10-01-9PPe7uMWAq4.json,5291,12103,en,auto,516183,2026-09-10T16:06:15Z
XNXWeO5_wLI,school-committee,2025-09-30,sources/data/youtube-transcripts/school-committee/2025-09-30-XNXWeO5_wLI.json,3982,9296,en,auto,388162,2026-09-11T12:52:10Z
4t1rFrF7I5A,finance-committee,2025-09-25,sources/data/youtube-transcripts/finance-committee/2025-09-25-4t1rFrF7I5A.json,1169,2911,en,auto,114592,2026-09-11T13:43:57Z
ESaeqndWHmo,select-board,2025-09-23,sources/data/youtube-transcripts/select-board/2025-09-23-ESaeqndWHmo.json,1633,3740,en,auto,159474,2026-09-11T13:31:58Z
1fjsnvjMFEo,school-committee,2025-09-17,sources/data/youtube-transcripts/school-committee/2025-09-17-1fjsnvjMFEo.json,3742,8924,en,auto,364584,2026-09-11T12:52:56Z
nl_C9W6N6mQ,select-board,2025-09-15,sources/data/youtube-transcripts/select-board/2025-09-15-nl_C9W6N6mQ.json,157,390,en,auto,15896,2026-09-11T13:32:44Z
9XhNW920cTw,select-board,2025-09-09,sources/data/youtube-transcripts/select-board/2025-09-09-9XhNW920cTw.json,781,2372,en,auto,77590,2026-09-11T13:33:30Z
SI-irBe6ABs,school-committee,2025-09-03,sources/data/youtube-transcripts/school-committee/2025-09-03-SI-irBe6ABs.json,4016,9431,en,auto,392778,2026-09-11T12:53:42Z
9f_4zI0b8Ek,select-board,2025-09-02,sources/data/youtube-transcripts/select-board/2025-09-02-9f_4zI0b8Ek.json,2895,7739,en,auto,286034,2026-09-11T13:34:16Z
fhwV4LdIfcw,school-committee,2025-08-26,sources/data/youtube-transcripts/school-committee/2025-08-26-fhwV4LdIfcw.json,4055,9891,en,auto,398348,2026-09-11T12:54:28Z
OMMrt98hBss,select-board,2025-08-19,sources/data/youtube-transcripts/select-board/2025-08-19-OMMrt98hBss.json,3359,11310,en,auto,334151,2026-09-11T14:51:38Z
_ZqmXdoz_v0,finance-committee,2025-08-14,sources/data/youtube-transcripts/finance-committee/2025-08-14-_ZqmXdoz_v0.json,4058,9537,en,auto,393638,2026-09-11T13:44:44Z
z6TcYF3_ICY,school-committee,2025-08-06,sources/data/youtube-transcripts/school-committee/2025-08-06-z6TcYF3_ICY.json,2661,6048,en,auto,265862,2026-09-11T12:55:14Z
JnkfuUp62rs,select-board,2025-08-05,sources/data/youtube-transcripts/select-board/2025-08-05-JnkfuUp62rs.json,180,390,en,auto,17416,2026-09-11T14:52:24Z
4d4oge9ViLg,finance-committee,2025-07-24,sources/data/youtube-transcripts/finance-committee/2025-07-24-4d4oge9ViLg.json,1332,3116,en,auto,128673,2026-09-11T13:45:30Z
OlIKWtH_XGI,select-board,2025-07-15,sources/data/youtube-transcripts/select-board/2025-07-15-OlIKWtH_XGI.json,3900,9261,en,auto,389948,2026-09-11T14:53:10Z
3AaufOKblk0,finance-committee,2025-07-10,sources/data/youtube-transcripts/finance-committee/2025-07-10-3AaufOKblk0.json,1012,2531,en,auto,99130,2026-09-11T13:46:16Z
2lcyhhYiCTk,school-committee,2025-07-08,sources/data/youtube-transcripts/school-committee/2025-07-08-2lcyhhYiCTk.json,4022,9112,en,auto,395377,2026-09-11T12:56:01Z
CfI2gTkmtbs,select-board,2025-07-01,sources/data/youtube-transcripts/select-board/2025-07-01-CfI2gTkmtbs.json,2821,6868,en,auto,283964,2026-09-11T14:53:56Z
gDQ9AowUxXU,select-board,2025-06-24,sources/data/youtube-transcripts/select-board/2025-06-24-gDQ9AowUxXU.json,64,137,en,auto,7237,2026-09-11T14:54:42Z
AIhtA5pkPI0,school-committee,2025-06-18,sources/data/youtube-transcripts/school-committee/2025-06-18-AIhtA5pkPI0.json,4303,11009,en,auto,435692,2026-09-11T12:56:47Z
K646g1jJwvM,select-board,2025-06-17,sources/data/youtube-transcripts/select-board/2025-06-17-K646g1jJwvM.json,3773,9399,en,auto,380060,2026-09-11T14:55:29Z
iRhUTui_HRY,finance-committee,2025-06-12,sources/data/youtube-transcripts/finance-committee/2025-06-12-iRhUTui_HRY.json,1894,5057,en,auto,190301,2026-09-11T13:47:03Z
I_8yK_VGcGo,select-board,2025-06-09,sources/data/youtube-transcripts/select-board/2025-06-09-I_8yK_VGcGo.json,4568,10881,en,auto,460078,2026-09-11T14:56:15Z
T4UnAG5nr70,school-committee,2025-06-04,sources/data/youtube-transcripts/school-committee/2025-06-04-T4UnAG5nr70.json,1919,5014,en,auto,192607,2026-09-11T12:57:33Z
esXb-953bjA,select-board,2025-06-03,sources/data/youtube-transcripts/select-board/2025-06-03-esXb-953bjA.json,2190,5639,en,auto,220447,2026-09-11T14:57:01Z
TTLkkbHgrRk,school-committee,2025-05-21,sources/data/youtube-transcripts/school-committee/2025-05-21-TTLkkbHgrRk.json,3688,9034,en,auto,372511,2026-09-11T12:58:20Z
wpttRNE3njQ,select-board,2025-05-20,sources/data/youtube-transcripts/select-board/2025-05-20-wpttRNE3njQ.json,3253,7648,en,auto,329452,2026-09-11T14:57:47Z
M-BfcrTMqbU,school-committee,2025-05-20,sources/data/youtube-transcripts/school-committee/2025-05-20-M-BfcrTMqbU.json,52,143,en,auto,5955,2026-09-11T12:59:06Z
KmRUlqJdUcs,school-committee,2025-05-15,sources/data/youtube-transcripts/school-committee/2025-05-15-KmRUlqJdUcs.json,338,781,en,auto,34403,2026-09-11T12:59:52Z
1XNIOs3PXVo,select-board,2025-05-13,sources/data/youtube-transcripts/select-board/2025-05-13-1XNIOs3PXVo.json,2629,6807,en,auto,266275,2026-09-11T14:58:33Z
Tarq_Av7WLA,finance-committee,2025-05-08,sources/data/youtube-transcripts/finance-committee/2025-05-08-Tarq_Av7WLA.json,1411,3744,en,auto,141294,2026-09-11T13:47:49Z
GRGJdd9o4xQ,school-committee,2025-05-07,sources/data/youtube-transcripts/school-committee/2025-05-07-GRGJdd9o4xQ.json,4675,12435,en,auto,469595,2026-09-11T13:00:38Z
ywVPVPUvACA,school-committee,2025-05-06,sources/data/youtube-transcripts/school-committee/2025-05-06-ywVPVPUvACA.json,1879,4644,en,auto,191739,2026-09-11T13:01:24Z
_Sn5J1a6bZo,select-board,2025-05-06,sources/data/youtube-transcripts/select-board/2025-05-06-_Sn5J1a6bZo.json,3886,9379,en,auto,392786,2026-09-11T14:59:20Z
-hd-MdOucO0,school-committee,2025-05-05,sources/data/youtube-transcripts/school-committee/2025-05-05--hd-MdOucO0.json,1966,4354,en,auto,200045,2026-09-11T13:02:10Z
rIJRGcl0CME,school-committee,2025-05-01,sources/data/youtube-transcripts/school-committee/2025-05-01-rIJRGcl0CME.json,1336,4011,en,auto,135880,2026-09-11T13:02:56Z
7lr4O0moM0o,school-committee,2025-04-30,sources/data/youtube-transcripts/school-committee/2025-04-30-7lr4O0moM0o.json,2116,4923,en,auto,215297,2026-09-11T13:03:42Z
YhDc0ZFilHw,finance-committee,2025-04-24,sources/data/youtube-transcripts/finance-committee/2025-04-24-YhDc0ZFilHw.json,2906,7781,en,auto,293489,2026-09-11T13:48:36Z
P2oaRZxpxMU,select-board,2025-04-22,sources/data/youtube-transcripts/select-board/2025-04-22-P2oaRZxpxMU.json,1294,2949,en,auto,131769,2026-09-11T15:00:06Z
1ZVK0_sfUqw,school-committee,2025-04-16,sources/data/youtube-transcripts/school-committee/2025-04-16-1ZVK0_sfUqw.json,5400,14598,en,auto,542649,2026-09-11T13:04:29Z
VdyksuhJQaA,select-board,2025-04-15,sources/data/youtube-transcripts/select-board/2025-04-15-VdyksuhJQaA.json,5797,13589,en,auto,589409,2026-09-11T15:00:53Z
rYku45YUqjY,select-board,2025-04-08,sources/data/youtube-transcripts/select-board/2025-04-08-rYku45YUqjY.json,4121,9975,en,auto,417851,2026-09-11T15:01:39Z
doVw4obpwpI,school-committee,2025-04-07,sources/data/youtube-transcripts/school-committee/2025-04-07-doVw4obpwpI.json,853,2371,en,auto,85234,2026-09-11T13:05:15Z
W6RsSTMjlNg,finance-committee,2025-04-03,sources/data/youtube-transcripts/finance-committee/2025-04-03-W6RsSTMjlNg.json,5105,14804,en,auto,507738,2026-09-11T13:49:22Z
GGygM64BwqE,school-committee,2025-04-02,sources/data/youtube-transcripts/school-committee/2025-04-02-GGygM64BwqE.json,5623,14643,en,auto,563420,2026-09-11T13:06:01Z
9_Rk909bZxk,select-board,2025-04-01,sources/data/youtube-transcripts/select-board/2025-04-01-9_Rk909bZxk.json,4727,11052,en,auto,479358,2026-09-11T15:02:25Z
MnpK2weIOA4,finance-committee,2025-03-27,sources/data/youtube-transcripts/finance-committee/2025-03-27-MnpK2weIOA4.json,5855,16051,en,auto,589770,2026-09-11T13:50:08Z
8akyCtwNkRo,finance-committee,2025-03-27,sources/data/youtube-transcripts/finance-committee/2025-03-27-8akyCtwNkRo.json,5826,16123,en,auto,586482,2026-09-11T13:50:55Z
PV-DE3N8_PU,finance-committee,2025-03-20,sources/data/youtube-transcripts/finance-committee/2025-03-20-PV-DE3N8_PU.json,1838,5122,en,auto,183935,2026-09-11T13:51:42Z
iRZbgdj0_rc,school-committee,2025-03-19,sources/data/youtube-transcripts/school-committee/2025-03-19-iRZbgdj0_rc.json,3053,8385,en,auto,304477,2026-09-11T13:06:48Z
bOw2N2ujOX8,select-board,2025-03-19,sources/data/youtube-transcripts/select-board/2025-03-19-bOw2N2ujOX8.json,2296,5919,en,auto,231220,2026-09-11T15:03:11Z
GDJ_3KO5gZc,select-board,2025-03-18,sources/data/youtube-transcripts/select-board/2025-03-18-GDJ_3KO5gZc.json,3886,11936,en,auto,391884,2026-09-11T15:03:58Z
9wQPY1_hgvA,finance-committee,2025-03-13,sources/data/youtube-transcripts/finance-committee/2025-03-13-9wQPY1_hgvA.json,5124,12796,en,auto,520504,2026-09-11T13:52:29Z
b7caO9Kd7VA,school-committee,2025-03-12,sources/data/youtube-transcripts/school-committee/2025-03-12-b7caO9Kd7VA.json,3730,9988,en,auto,371794,2026-09-11T13:07:34Z
1aAp8uwWCRc,select-board,2025-03-11,sources/data/youtube-transcripts/select-board/2025-03-11-1aAp8uwWCRc.json,6935,17968,en,auto,702968,2026-09-11T15:04:44Z
