path,section,stars,url,code,public,checked
district-budget-page/docs/fy21-approved-school-budget-6-13-20.pdf,reference,1,https://drive.google.com/file/d/1PWvp7zV7GQZOgyHGUbtCOBkYqfjvgGL2/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/fy21-proposed-budget-april-29-2020.pdf,reference,1,https://drive.google.com/file/d/1tDxM8D2oQ7BuKt5gGiBzxOQkVJl4Xv_g/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/fy21-recommended-budget-presentation-4-22-20.pdf,reference,1,https://drive.google.com/file/d/10nNbD6OYmngwxKH-pk-6k2Ukg3dDQeAs/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/fy22-budget-schedule.pdf,reference,1,https://drive.google.com/file/d/1Glo6BCEQDJaeadnyyLUQ2kU3V4BTZfzI/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/fy23-approved-budget.pdf,reference,1,https://drive.google.com/file/d/1yfaOxs0XQQXVYqzbNcUUW2VjRs3tuU1s/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/fy23-quarterly-budget-update.pdf,reference,1,https://drive.google.com/file/d/1nPw70g2flOz0puiMHr6VF9uFKGXadx3V/view?usp=share_link,401,0,2026-08-29
district-budget-page/docs/fy23-superintendent-recommended-budget.pdf,reference,1,https://drive.google.com/file/d/1jfrcOR8NPIC2oGzaqljQfT1SWk5j-aiy/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/fy23-superintendent-recommended-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1at7iih46R1xhKWdkt4hCj7p_kYEHQiAf/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/fy24-approved-budget.pdf,reference,1,https://drive.google.com/file/d/1oa9cOCN1sII1tuN54HBQsSaRQLEztPU1/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy24-superintendent-39-s-recommended-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1fC_PanG7-TaLR84WdJpi1P1_ujSqEnvZ/view?usp=share_link,401,0,2026-08-29
district-budget-page/docs/fy25-final-approved-budget-expenses-6-5-24.pdf,reference,1,https://drive.google.com/file/d/1wNnSwruB8KuJ4S3hlYucLSU4AXSViKYe/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy25-final-approved-budget-salaries-6-5-24.pdf,reference,1,https://drive.google.com/file/d/1nOiywE7p55WfOFbfXnGRP1yxX52wuppG/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy25-recommended-budget-5-52.pdf,reference,1,https://drive.google.com/file/d/10jitFzL5x1sKBYeZswgFLgdsX4Wnj3Rz/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy25-recommended-budget-update-with-needs-based-budget.pdf,reference,1,https://drive.google.com/file/d/1UhZyJd2AZhAQY4kzrZuSMAyEknZVWR9q/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy25-superintendent-39-s-budget-update.pdf,reference,1,https://drive.google.com/file/d/1yJNhIyBLVT8mu4GeJuQSjniKCPA41Oyq/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy26-level-service-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1hJagPg9F_zZJ813J5IiiXnkBnsAxswl6/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy26-school-department-budget-fincomm.pdf,reference,1,https://drive.google.com/file/d/10559_Enqo5Aps8Th04CpWu--1d9VC5It/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy26-school-dept-approved-budget-3-12-25.pdf,reference,1,https://drive.google.com/file/d/1ivO3-ZAKXtu0VEJuI7qDv8xEagit_jRq/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy26-superintendent-39-s-proposed-budget-2-26-25-updated-3-12-25.pdf,reference,1,https://drive.google.com/file/d/14AXiUuLT-jLkmR7YxlzWwjVBzsxK8i_h/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy26-superintendent-39-s-proposed-budget-2-26-25-updated-3-12-25.pdf,reference,1,https://drive.google.com/file/d/1sqlWrNsH43AE8JqAAnqNPpOt1mi3gCDU/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy26-superintendent-39-s-proposed-budget-presentation-1-22-25.pdf,reference,1,https://drive.google.com/file/d/1NIFFAn6bpI5cKGdoQokdDhPQo3XyG8X4/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy26-town-manager-39-s-target-budget-2-5-25-presentation.pdf,reference,1,https://drive.google.com/file/d/1OK-Zvco1_7bAswJc2uejSOhYhh3sBcu2/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy27-budget-presentation-to-finance-committee-2-26-26.pdf,reference,1,https://drive.google.com/file/d/1pIqD4oqA7b7XyX0MmzUQbh69eHHpRKob/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy27-budget-projections-as-of-2-16-26-with-restorations.pdf,reference,1,https://drive.google.com/file/d/1xuHmqyZwjzmPJhaBdhCa-w7Ztcl-SHjP/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy27-budget-projections-as-of-2-24-26-with-restorations.pdf,reference,1,https://drive.google.com/file/d/1cuDxh8j84J6R6O7-GwT0kVhvCCPY4qkX/view?usp=drive_link,200,1,2026-08-29
district-budget-page/docs/fy27-superintendent-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1ULXk_7YVRsfvEUaO7tUCyvYc36XxVbOJ/view?usp=drive_link,200,1,2026-08-29
district-budget-page/docs/final-fy25-budget-4-3-24.pdf,reference,1,https://drive.google.com/file/d/1zSAyQgXF8M99F-bgkgpG94rHF26-Y4IZ/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/final-fy26-sc-approved-budget-3-12-25-with-level-service-budget.pdf,reference,1,https://drive.google.com/file/d/1rJRsQvLZtRqw5-KHvQb4jlCuZCm_nj1e/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/final-fy26-town-manager-39-s-target-budget.pdf,reference,1,https://drive.google.com/file/d/1YjS4-FaFA5Zy-ZGy6pnkTF3myneKPsq0/view?usp=drive_link,200,1,2026-08-29
district-budget-page/docs/free-cash-presentation.pdf,reference,1,https://drive.google.com/file/d/1rdtrb2Llu5ILfKDY-4pV3Haz0_BqgRwT/view?usp=drive_link,401,0,2026-08-29
