dataset,edition,report_fy,document,page,table,label,kind,amount,share_percent,columns_as_printed,status,reconciliation
peg_access_fund,FY2016,2016,4123-fy-2016-annual-town-report.pdf,73,line_items,Vendor Expenses,row,450.0,,FY16 LINE ITEM EXPENSES,checked,"expenses: 96,166.13 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2016,2016,4123-fy-2016-annual-town-report.pdf,73,line_items,Total,total,96166.13,,FY16 LINE ITEM EXPENSES,checked,"expenses: 96,166.13 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2016,2016,4123-fy-2016-annual-town-report.pdf,74,revenue_expenses,Starting Balance,row,265970.11,,FY16 REVENUE vs EXPENSES,checked,"Revenue Total: 366,401.83 = the 2 receipts above it ; Ending Balance: 270,235.70 = Subtotal less Expenses"
peg_access_fund,FY2016,2016,4123-fy-2016-annual-town-report.pdf,74,revenue_expenses,Revenue,row,100431.72,,FY16 REVENUE vs EXPENSES,checked,"Revenue Total: 366,401.83 = the 2 receipts above it ; Ending Balance: 270,235.70 = Subtotal less Expenses"
peg_access_fund,FY2016,2016,4123-fy-2016-annual-town-report.pdf,74,revenue_expenses,Subtotal,total,366401.83,,FY16 REVENUE vs EXPENSES,checked,"Revenue Total: 366,401.83 = the 2 receipts above it ; Ending Balance: 270,235.70 = Subtotal less Expenses"
peg_access_fund,FY2016,2016,4123-fy-2016-annual-town-report.pdf,74,revenue_expenses,Expenses,row,96166.13,,FY16 REVENUE vs EXPENSES,checked,"Revenue Total: 366,401.83 = the 2 receipts above it ; Ending Balance: 270,235.70 = Subtotal less Expenses"
peg_access_fund,FY2016,2016,4123-fy-2016-annual-town-report.pdf,74,revenue_expenses,Ending Balance,total,270235.7,,FY16 REVENUE vs EXPENSES,checked,"Revenue Total: 366,401.83 = the 2 receipts above it ; Ending Balance: 270,235.70 = Subtotal less Expenses"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Line Item Amount [Salaries,row,34497.59,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Purchase of Services,row,6350.6,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Consultant,row,420.0,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Lease,row,6000.0,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Office Supplies,row,81.73,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Advertising,row,698.3,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Equip/Maintenance,row,934.92,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Insurance,row,6633.6,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,New Equip,row,18599.0,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Vendor Expenses,row,450.0,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,68,line_items,Total,total,74215.73,,FY17 LINE ITEM EXPENSES,check failed,"expenses: 74,665.74 against a printed 74,215.73 (+450.01) ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,69,revenue_expenses,Starting Balance,row,270235.7,,FY17 REVENUE vs EXPENSES,checked,"Revenue Total: 378,125.50 = the 2 receipts above it ; Ending Balance: 303,909.77 = Subtotal less Expenses"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,69,revenue_expenses,Revenue,row,107889.8,,FY17 REVENUE vs EXPENSES,checked,"Revenue Total: 378,125.50 = the 2 receipts above it ; Ending Balance: 303,909.77 = Subtotal less Expenses"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,69,revenue_expenses,Subtotal,total,378125.5,,FY17 REVENUE vs EXPENSES,checked,"Revenue Total: 378,125.50 = the 2 receipts above it ; Ending Balance: 303,909.77 = Subtotal less Expenses"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,69,revenue_expenses,Expenses,row,74215.73,,FY17 REVENUE vs EXPENSES,checked,"Revenue Total: 378,125.50 = the 2 receipts above it ; Ending Balance: 303,909.77 = Subtotal less Expenses"
peg_access_fund,FY2017,2017,4124-fy-2017-annual-town-report.pdf,69,revenue_expenses,Ending Balance,total,303909.77,,FY17 REVENUE vs EXPENSES,checked,"Revenue Total: 378,125.50 = the 2 receipts above it ; Ending Balance: 303,909.77 = Subtotal less Expenses"
peg_access_fund,FY2018,2018,4125-fy-2018-annual-town-report.pdf,83,revenue_expenses,Starting Balance,row,303551.54,,FY18 REVENUE vs EXPENSES,checked,"Revenue Total: 414,596.79 = the 2 receipts above it ; Ending Balance: 324,014.12 = Subtotal less Expenses"
peg_access_fund,FY2018,2018,4125-fy-2018-annual-town-report.pdf,83,revenue_expenses,Revenue,row,111045.25,,FY18 REVENUE vs EXPENSES,checked,"Revenue Total: 414,596.79 = the 2 receipts above it ; Ending Balance: 324,014.12 = Subtotal less Expenses"
peg_access_fund,FY2018,2018,4125-fy-2018-annual-town-report.pdf,83,revenue_expenses,Subtotal,total,414596.79,,FY18 REVENUE vs EXPENSES,checked,"Revenue Total: 414,596.79 = the 2 receipts above it ; Ending Balance: 324,014.12 = Subtotal less Expenses"
peg_access_fund,FY2018,2018,4125-fy-2018-annual-town-report.pdf,83,revenue_expenses,Expenses,row,90582.67,,FY18 REVENUE vs EXPENSES,checked,"Revenue Total: 414,596.79 = the 2 receipts above it ; Ending Balance: 324,014.12 = Subtotal less Expenses"
peg_access_fund,FY2018,2018,4125-fy-2018-annual-town-report.pdf,83,revenue_expenses,Ending Balance,total,324014.12,,FY18 REVENUE vs EXPENSES,checked,"Revenue Total: 414,596.79 = the 2 receipts above it ; Ending Balance: 324,014.12 = Subtotal less Expenses"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Line Item Amount Salaries,row,46258.94,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Purchase of Services,row,10999.75,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Consultant,row,1280.0,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Lease,row,6000.0,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Office Supplies,row,1286.29,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Advertising,row,255.0,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Equipment/Maintenance,row,9875.65,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Insurance,row,7260.24,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,New Equipment,row,0.0,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2019,2019,4126-fy-2019-annual-town-report.pdf,82,line_items,Total,total,83215.87,,FY19 LINE ITEM EXPENSES,checked,"expenses: 83,215.87 = the printed Total ; shares: this layout prints no percentage column ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Line Item Expenses Expenses Salaries,row,48031.18,41.08,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Payroll Videographers,row,3438.91,2.94,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Purchase of Services,row,11180.0,9.56,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Consultant,row,1260.0,1.08,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Lease,row,6000.0,5.13,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Office Supplies,row,302.89,0.26,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Advertising,row,82.0,0.07,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Equip/Maint./ Supplies,row,12424.39,10.63,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Insurance,row,8680.0,7.42,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,New Equip,row,25533.85,21.84,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,line_items,Total,total,116933.22,100.0,FY20 Line Item Expenses by Percentage,checked,"expenses: 116,933.22 = the printed Total ; shares: the 10 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,revenue_expenses,Starting Balance,row,447813.36,,FY2O REVENUE vs EXPENSES,checked,"Revenue Total: 699,875.47 = the 2 receipts above it ; Total: 582,941.93 = Subtotal less Expenses"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,revenue_expenses,Revenue,row,252062.11,,FY2O REVENUE vs EXPENSES,checked,"Revenue Total: 699,875.47 = the 2 receipts above it ; Total: 582,941.93 = Subtotal less Expenses"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,revenue_expenses,Subtotal,total,699875.47,,FY2O REVENUE vs EXPENSES,checked,"Revenue Total: 699,875.47 = the 2 receipts above it ; Total: 582,941.93 = Subtotal less Expenses"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,revenue_expenses,Expenses,row,116933.54,,FY2O REVENUE vs EXPENSES,checked,"Revenue Total: 699,875.47 = the 2 receipts above it ; Total: 582,941.93 = Subtotal less Expenses"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,revenue_expenses,Subtotal,total,449041.36,,FY2O REVENUE vs EXPENSES,checked,"Revenue Total: 699,875.47 = the 2 receipts above it ; Total: 582,941.93 = Subtotal less Expenses"
peg_access_fund,FY2020,2020,4127-fy-2020-annual-town-report.pdf,75,revenue_expenses,Total,total,582941.93,,FY2O REVENUE vs EXPENSES,checked,"Revenue Total: 699,875.47 = the 2 receipts above it ; Total: 582,941.93 = Subtotal less Expenses"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Line Item Expenses % of Expense Salaries,row,50035.39,53.9,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Purchase of Services,row,1414.0,1.52,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Consultant,row,1580.0,1.7,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Lease,row,6000.0,6.46,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Office Supplies,row,0.0,0.0,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Advertising,row,30.0,0.03,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Equip/Maint/Supplies,row,5617.17,6.05,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,New Equipment,row,0.0,0.0,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Videographers,row,11329.13,12.21,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Indirect Costs,row,16817.57,18.12,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,line_items,Total,total,92823.26,100.0,FY21 Line Item Expenses by Percentage,checked,"expenses: 92,823.26 = the printed Total ; shares: the 10 lines sum to 99.99% ; each share is what its own figure gives"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,revenue_expenses,Starting Balance,row,272000.0,,FY21 REVENUE vs EXPENSES,checked,"Revenue Total: 471,736.30 = the 3 receipts above it ; TOTAL: 378,913.04 = Revenue Total less Expenses"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,revenue_expenses,Revenue (Comcast),row,196331.78,,FY21 REVENUE vs EXPENSES,checked,"Revenue Total: 471,736.30 = the 3 receipts above it ; TOTAL: 378,913.04 = Revenue Total less Expenses"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,revenue_expenses,Enterprise Interest,row,3404.52,,FY21 REVENUE vs EXPENSES,checked,"Revenue Total: 471,736.30 = the 3 receipts above it ; TOTAL: 378,913.04 = Revenue Total less Expenses"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,revenue_expenses,Revenue Total,total,471736.3,,FY21 REVENUE vs EXPENSES,checked,"Revenue Total: 471,736.30 = the 3 receipts above it ; TOTAL: 378,913.04 = Revenue Total less Expenses"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,revenue_expenses,Expenses,row,92823.26,,FY21 REVENUE vs EXPENSES,checked,"Revenue Total: 471,736.30 = the 3 receipts above it ; TOTAL: 378,913.04 = Revenue Total less Expenses"
peg_access_fund,FY2021,2021,4128-fy-2021-annual-town-report.pdf,73,revenue_expenses,TOTAL,total,378913.04,,FY21 REVENUE vs EXPENSES,checked,"Revenue Total: 471,736.30 = the 3 receipts above it ; TOTAL: 378,913.04 = Revenue Total less Expenses"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Salaries,row,51146.74,40.21,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Purchase of Services,row,1134.0,0.89,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Consultant,row,720.0,0.57,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Lease (Paid to the Town),row,6000.0,4.72,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Office Supplies,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Advertising,row,65.0,0.05,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Equip/maintenance,row,11446.21,9.0,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,New Equip,row,14187.82,11.15,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Videographers,row,25516.28,20.06,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Indirect Costs,row,16975.0,13.35,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,line_items,Total,total,127191.05,100.0,Line Item Expenses % of Expense,checked,"expenses: 127,191.05 = the printed Total ; shares: the 10 lines sum to 100.00% ; each share is what its own figure gives"
