key,bytes,sha256,verified_at
budget-workbooks/ch70-fy27-summary.xlsx,59808,cef241f30300c06f443b7a9178efa293105a6104a3d8698f73693b27863713e9,2026-09-05T16:38:00Z
budget-workbooks/dese-all-districts.xlsx,94824,c54092d755ac6800677760987f32fac5708f82e7aae15add9cbdf43ad58b35f8,2026-09-05T16:38:00Z
budget-workbooks/fy27-budget-projection-2-24-26.xlsx,43801,dffbc4474d07368ac4e8ea2d81f778c8c228ba9135ce83d86974dbca39d05c18,2026-09-05T16:38:00Z
budget-workbooks/fy27-budget-projection-3-25-26.xlsx,122265,6b3649c98c67cfc4dd88cd3b0ef348de0c7ebe02cca232ebbc695d0c8a47c03c,2026-09-05T16:38:00Z
budget-workbooks/fy27-proposals.xlsx,97035,94184d3b167a6e803bb8e0b329dd86ee47306e358411f65424c048892fd00a92,2026-09-05T16:38:00Z
budget-workbooks/school-funds-fy26.xlsx,17069,2662ca779de6170dd61e7645265f7968aec6203edf64de89b30ffd58b608ecca,2026-09-05T16:38:00Z
contracts/CONTRACTS.md,11921,219d9187039557eff132554c9e95525265f4f8eb400afe42c71cc6630361f240,2026-09-05T16:47:53Z
contracts/data/lea-teacher-salary-schedule.csv,3567,1b13cbfd919cae0ae144b0b915bcac11f6f2b5d6b7e64d6ee37e84258d0efb91,2026-09-05T16:47:59Z
contracts/pdf/custodial-2023-2026.pdf,23726623,5929416a16d74c28622e5cbd47b273c787911fb875d74aa03178eff3b336ab52,2026-09-05T16:38:19Z
contracts/pdf/custodial-moa-2026.pdf,2038371,bca82b63e54f375a8e0361da596d11290f47f861b983d631d3f780ff7b573db6,2026-09-05T16:38:19Z
contracts/pdf/dese-administrator-contract.pdf,338411,726f74672117e3d27e23d5c130fcbaf4a9fc4ca300591181e17e4b3943f232af,2026-09-05T16:38:19Z
contracts/pdf/dese-superintendent-contract.pdf,238453,8ee1ac7e1debfdb67994e7149e736c711141993b137c8067ba596035f11e5270,2026-09-05T16:38:19Z
contracts/pdf/dese-teacher-contract.pdf,53425589,64e480cb21dfeb3966f41d87c08ba1072f6a1d04c5d7fc8a01a2513bc7146122,2026-09-05T16:38:19Z
contracts/pdf/nonaffiliated-benefits.pdf,228477,ebd95697c61d8d68c69d679b571383c0a60a46f2e43aaa5a03aef46502b717e2,2026-09-05T16:38:19Z
contracts/pdf/nonaffiliated-salary-schedule.pdf,26536,c0130d322221b9807fe7995bd2c950958b1a69cebff35020790371b36a2e14e2,2026-09-05T16:38:19Z
contracts/pdf/paraprofessional-fy26-fy28.pdf,14255635,871e8fb95085b0613d253f3a81d2c11068a937aa1861b444f4747cd3d8d65eac,2026-09-05T16:38:19Z
contracts/pdf/paraprofessional-salary-fy26-fy28.pdf,684652,4b271fad3aca78e4e69601ed10a948217b8739a61ab3c5a33eb1a7e3016fc599,2026-09-05T16:38:19Z
contracts/txt/custodial-2023-2026.txt,59871,1180051c8159c014c7b347d0dd5542f92c1f4fa2a76bd549dbb87f2307c4575f,2026-09-05T16:47:59Z
contracts/txt/custodial-moa-2026.txt,4998,c2d046828d52ca96655ee18b46e8932fecb3326b4b10925ad8e6cf478e225822,2026-09-05T16:48:00Z
contracts/txt/dese-administrator-contract.txt,13924,8b4ac89dc1378cf4991db7f0a95846fbb490bf19de486670ab8e64dad25ad683,2026-09-05T16:48:00Z
contracts/txt/dese-superintendent-contract.txt,13541,9aa35d3ce3cd782ebcedfaa91f046e80a46d943fdfb92087aeacc936598abe30,2026-09-05T16:48:00Z
contracts/txt/dese-teacher-contract.txt,146615,1709151e54e38849942ac20115768db66ca441b355a16273f2dc6688cea55279,2026-09-05T16:48:01Z
contracts/txt/lea-teachers-2024-2027.txt,146484,21c9210f3efd022efbbcaeaf86bf0b992e9f1eb558cc835b6c04ec8aed3ed69b,2026-09-05T16:48:01Z
contracts/txt/nonaffiliated-benefits.txt,8425,b8d07ead5561f45730f77304005a006d2b394b6e3e8436a4c73422648a199023,2026-09-05T16:48:01Z
contracts/txt/nonaffiliated-salary-schedule.txt,2048,f29b5eadf68585f69caedc2482f8b2c48efe50fd6eba5b01f7be123f60fdabaf,2026-09-05T16:48:07Z
contracts/txt/paraprofessional-fy26-fy28.txt,45502,35817144cd2cd9224202f6583e90e07786c62718dc73e9b897690459936ccf5e,2026-09-05T16:48:07Z
contracts/txt/paraprofessional-salary-fy26-fy28.txt,2534,2c33935c5b29c728ad0e8c078a197f28941a2e30972bf0d6a542ae6aec138f94,2026-09-05T16:48:08Z
correspondence/2025-05-bus-fees-superintendent.txt,1824,25a3dece33996d13180b5841b9a5a6302a74ee9ee507ba213b45da198e7eefe2,2026-09-05T16:48:08Z
correspondence/2026-08-17-bus-routes-and-fees-superintendent.txt,1974,b08af7ae35004b5a0e3dfdea102af6e8d5bf13b0fc7f39c0530bcfadbe1f9cb5,2026-09-05T16:48:08Z
data/PROVENANCE-annual-report-receipts.md,12854,dec6aec6b1d637eab4bc1071970844fcc9746ad712e6a8a79fe95d89d52b539b,2026-09-05T16:48:09Z
data/PROVENANCE-placement-counts.md,4476,fb113fb55e036501a4a3c3966c9f66fe7ee3f9ba66c40854c516b8fe38f80d81,2026-09-05T16:48:09Z
data/PROVENANCE-report-tables.md,6027,406c75445cf8e3442a1e82c5a79bcfd82129642f0a2a6d30f09a95ca228bf45e,2026-09-05T16:48:09Z
data/PROVENANCE-special-revenue-funds.md,6644,49d3ba5600d6b9fdcf192421108e9c73f810307d672cb646dad7b7c550dc595d,2026-09-05T16:48:15Z
data/PROVENANCE-staff-rosters.md,11673,957a3b8d309ca55daad86c787d0cbca2cb80fb9221318fe9dbb7cbbfe9681aea,2026-09-05T16:48:15Z
data/account-names.csv,11740,eaf5391448da382bdef7c4f324dc13bb6a585106a711f41adaec8b9034b5f5ce,2026-09-05T16:48:16Z
data/annual-report-catalogue.csv,881301,d68a6560a500b0a192ed166b9de59dfac244782635148510b9a583d5f5fdda46,2026-09-05T16:48:16Z
data/annual-report-contents.csv,28585,9586aee41cf560a7a02ba12a433b5fc03d2354d49cb87c2ba4ff46d3111f7c12,2026-09-05T16:48:16Z
data/annual-report-receipts.csv,94575,c514440c6a0c5b89d8dc6090e295bfc6d3d23ea750f8287a66c056fb5e5dba66,2026-09-05T16:48:17Z
data/annual-report-survey.csv,253142,0004b8b660887a66689c36c62297a92de5835b6e0854da03ec6c7de7cc9e743e,2026-09-05T16:48:17Z
data/athletic-fee-schedule.csv,7018,08d02ad0b06fffd7dc00115b4a250fe74a02828f013baec2ebf79ceacb7244dc,2026-09-05T16:48:17Z
data/athletics-by-sport-reconciliation.csv,19451,9337222b5df97e71d18a3ab16de907606308549464f3bfb05194efa3001d961e,2026-09-05T16:48:23Z
data/athletics-by-sport.csv,56058,cc4225ae00c8f7ccfa51d62433aa27ae5f3b7d742482ccc5cee87c32f7051529,2026-09-05T16:48:23Z
data/athletics-history.csv,17656,6cc14c1676e78780ab8e10a82f44b9d3c6d92e2fb3cd49bc0853173c29a7d384,2026-09-05T16:48:23Z
data/ballot-questions.csv,2301,10818158848caaaf360d6ee3b2f92b46431e932e5d09fd8aafd1b9d5dc3e93f9,2026-09-05T16:48:24Z
data/business/categorized.csv,63718,43c4c22d3a4b079a65a51ba5bff1541ab3cf5b377fda0bb4ec6642b12b559800,2026-09-05T16:48:24Z
data/business/merged_dataset.csv,88108,53f8d41190a2f3ce8e070bd7ae6e9f32e491d07c605140faa5db4467b448718a,2026-09-05T16:48:25Z
data/capital-funding-history.csv,566,cc592d638fcd0133f8487b2b81f99a8bd36b3fdd45c4e81322c8706e50838da3,2026-09-05T16:48:25Z
data/capital-plan-fy27.csv,2064,4befa8ca6537a3a68c093657411c4f0571288d99e256a75500ae134230a6a46f,2026-09-05T16:48:25Z
data/copy-status.csv,99116,0e199ec76c52ddec805b5623703664d777edb17b54fdbee627b20b25b583980f,2026-09-05T16:48:31Z
data/dataset-provenance.csv,15445,0772b0bd6fbb86bfb9c84d8874bd17290992f7fc65036f9540cb3e8ad2b09ffb,2026-09-05T16:48:31Z
data/dese-radar.csv,405460,ef50b0e3eea60ff9a90cbe0f90401fb02fbd89460d3acad6238a3607d984f298,2026-09-05T16:48:32Z
data/document-basis.csv,85455,9acf0c69889a341640d7753f02843816bfc289abdc4942a143008152a4e1d395,2026-09-05T16:48:32Z
data/extraction-plan.csv,286235,da65195654518c6055a21c537bbb242bacafc21872b993e012e759362dff1061,2026-09-05T16:48:32Z
data/free-cash-proof.csv,73294,50d33d48472464bf80537c8a3479588dbc90527895dad0d9a81b995f15b0fc58,2026-09-05T16:48:33Z
data/fund-1301-cash-journal.csv,34927,5235cd1bf1342baadd834c2eab7a021051bf186de82c88ddc8d31b10eb9429e6,2026-09-05T16:48:33Z
data/fy26-code-reconciliation.xlsx,43925,90c886badb01a56eab7c507d4fdcf39cc166af7238b5cbc981c268718b2b895e,2026-09-05T16:48:33Z
data/grants-history.csv,32896,b3f78dd98635d58ae8b2353b519d5c5e76ba76455a932a9a589de4f8c17e4ed1,2026-09-05T16:48:39Z
data/gross-school-budget-fy2026.xlsx,69819,a3ea36ab8c78fb7cdefc02a367209acc94ddac25551eed4feae1bd8c81f821b8,2026-09-05T16:48:39Z
data/inventory/FY2011.json,64215,bd6548146efc89983a124f386041fc8ba9d445302d992d2c14ad2483966b1218,2026-09-05T16:48:40Z
data/inventory/FY2012.json,75142,af4562c1eb99b612032723b162c51877777d8e4c519d58c90556b11e18c323c9,2026-09-05T16:48:40Z
data/inventory/FY2013.json,71223,27b9e9e53bfac1316648abf858cae3e58fda2cddcaacf89840cf51f8d021eadb,2026-09-05T16:48:41Z
data/inventory/FY2014.json,87143,25be011663290aaf7467760a506cf78457e2d4fd850fd38c0bd93913b6fc4b7e,2026-09-05T16:48:41Z
data/inventory/FY2015.json,68863,63746578ca0a075bcd2e7f62760be7c45745542252fb7a3d3714a54084f951ad,2026-09-05T16:48:41Z
data/inventory/FY2016-addendum.json,14932,7b7e5afd3bf217069dd79898a611cc303e713cea7342fe1d91f3cc164d9157eb,2026-09-05T16:48:41Z
data/inventory/FY2016.json,80136,947795b952ceb43b2fef2ef4db3d4cca4bf42fbbe96c798dc6de2d9304d3c970,2026-09-05T16:48:47Z
data/inventory/FY2017.json,78265,593056f9fd1376b619c546705686ce6a1d27fd4ff5452b066c2c774acbe2e1c8,2026-09-05T16:48:47Z
data/inventory/FY2018.json,87119,d37a7dd7152bb4e0d6f2486afdc0bad85b8f64d595e47fe23be63fbcc32b14ce,2026-09-05T16:48:48Z
data/inventory/FY2019.json,77711,9fc9ac6ac366b765e3d64431dead19f1905e528cccc0c7607d900e3e8755761d,2026-09-05T16:48:48Z
data/inventory/FY2020.json,63391,f68c4d33c5032e082c780a937e95dbd785b073e4d842f685a7b73bf508eb5659,2026-09-05T16:48:48Z
data/inventory/FY2021.json,80741,00ad5ca29960f40a28a12bab8e0c4ad79a158254425eae227019cdb03b480ca9,2026-09-05T16:48:49Z
data/inventory/FY2022.json,72549,1b4b54ea61821adc8461103f1f35a68f3a45598559150ced66936053273c57d1,2026-09-05T16:48:49Z
data/inventory/FY2023.json,48209,1edada01060e36e8b15d21bf80cdd6c91521bcc602651851459521679270428f,2026-09-05T16:48:49Z
data/inventory/FY2024.json,53465,c987e66e082546644eee105eb201c3001ba9d5fe826f538c12aa7a9cf500c783,2026-09-05T16:48:55Z
data/inventory/FY2025.json,82553,857be7f90aff7c909f5c9b55343078841f108db0c7b4c77ddd1d2db3aec05eda,2026-09-05T16:48:55Z
data/line-history-coverage.csv,22598,1447e4e3ee0bdb0affca8370aca08c756519c1fc0e6a6d829135e57f88d191da,2026-09-05T16:48:56Z
data/line-history-disagreements.csv,197689,0757588e12c9264e666d5110800d8fd888d77d48d8f2a92b7ce09209f3f14d51,2026-09-05T16:48:56Z
data/line-history.csv,1079309,204d44bfae7ce112004e20c1bbcb6c633aeb3bda08890f98bd96cabcca96fbe3,2026-09-05T16:48:57Z
data/link-status.csv,58184,7c0864b7f44aceb5bde61be0dc594ca441d8d84926156bbe1f38ed2799905b21,2026-09-05T16:48:57Z
data/lps-budget-lines.csv,55376,5089db312b3407908d9ccb30166a45a8b66c57f9ce311ad003afb0ebfe96541c,2026-09-05T16:48:57Z
data/lunenburg.db,16134144,df5c203ca1ba0e68485a5397e71002e214e181a5a254f0132bf3579b1a9aa15b,2026-09-05T16:49:02Z
data/munis-ledger.csv,230432,b9cbc07f552c9de2ad865bf615bd04f76828c4b76e2160edd6b641e6d9726f75,2026-09-05T16:49:02Z
data/ood-tuition-history.csv,1166,e3b57b085895a0c7113edb8b2a93fce7f5a594f03028b89df6c4dd61bece5d1c,2026-09-05T16:49:03Z
data/placement-counts.csv,2120,072db92dbd43e5009bcbb0acc6f44391d08330620d5f3653688d26ca32af9d85,2026-09-05T16:49:03Z
data/rate-register.csv,14590,f20dfb3efd9bff607404cc3e975fcdf2833f7d15106b60d66076d8c77e0990e5,2026-09-05T16:49:03Z
data/report-anomalies.csv,160253,5256e7a4b03908933b1a047c91ab1e3cba97df5b70e10af308d9847a1f68222b,2026-09-05T16:49:04Z
data/report-appropriations.csv,3060276,4b156bf29c8c788475b69e205319e92f37fc51bb881aa05c0437289a7872f7af,2026-09-05T16:49:04Z
data/report-capital-projects.csv,410405,c81ebc378b06ad556fdfeae6c62c91f28344fe7923e35543b814697fe6531ab7,2026-09-05T16:49:05Z
data/report-debt.csv,268522,3193567a68f8faa9adba1ad5b06a477b1df27a0bf9c736fe97d37dd2cc564165,2026-09-05T16:49:10Z
data/report-dept-activity.csv,158335,0fb2a40d2ac8563385a3a1e7e8c00d1b685da35df593af564e3e7d3bc7a2eb41,2026-09-05T16:49:10Z
data/report-elections.csv,409929,6ac03ca90b3423b5abaa04b48e2925362e6dc11878f25c84ccc22a40baa78f8b,2026-09-05T16:49:11Z
data/report-enrollment-mcas.csv,85533,0c692c14e5cb54ac4448c9d7f8df8af7b336e17397c82dc89446ace7683f1eb4,2026-09-05T16:49:11Z
data/report-gross-wages.csv,478182,615a48a6f17833a8f3e494b29e286d42ec163470fe7fa61c3820c7abf3ad9bbe,2026-09-05T16:49:11Z
data/report-monty-tech.csv,28515,3405c6bd6fb9045b151d1d7b6f784ebe462c844b7af1f838c971f6015fc8ef7c,2026-09-05T16:49:12Z
data/report-officials.csv,76788,91c468ad19dd8581e974d5673622bee9bd8235467ee4aa5fbd65db9a43c1343b,2026-09-05T16:49:12Z
data/report-trust-funds.csv,488913,d038d0f1c59b20ff161e702de27cfbbc6f1b42e5872d44699ae51347b0911673,2026-09-05T16:49:13Z
data/report-valuation.csv,77521,9203f8a4dc07aea39c742bba6f3bfb67b52370a6c4ed8b8575425ad8b9ddbb75,2026-09-05T16:49:18Z
data/report-vital-records.csv,19040,bb9c89eb771564e7eb683578389d6ce1fa13c1075fb8a3a4cc66436bceecc490,2026-09-05T16:49:18Z
data/rosters/FY2011-p032-unknown.json,3981,fa23ecba314f8caf183591aeabd50f38c9b09c0ae00575ff40de04c1bce65934,2026-09-05T16:49:19Z
data/rosters/FY2011-p032-unknown.txt,3055,c4dec76d0fca58b03e0f5cb9f6774e03f7194a7c53ab46931606b4fe16220801,2026-09-05T16:49:19Z
data/rosters/FY2011-p037-unknown.json,6428,85fe4ad703e6696343fb0c41deddf63c0d72db6c957901247e00da8357077a60,2026-09-05T16:49:19Z
data/rosters/FY2011-p037-unknown.txt,5701,432ededc31f85c6a23573214ac6e967876a6648a09aca63b71866e7ac6633b2e,2026-09-05T16:49:20Z
data/rosters/FY2011-p038-unknown.json,3150,2dd67804a8c7590db157a2d7ee7d802084d3afd43b0b33d95094ce155b59f7f9,2026-09-05T16:49:20Z
data/rosters/FY2011-p038-unknown.txt,5401,76b7a44434c54e733e1ad699f07f58333ba76a364480ed0bdcf178ef309e164f,2026-09-05T16:49:21Z
data/rosters/FY2011-p039-unknown.json,768,6d90301080d3db6c9ebc82c1b664de2cf1b735d165828912a472d45e5343ace2,2026-09-05T16:49:26Z
data/rosters/FY2011-p039-unknown.txt,6322,aebae4e62cc6f82571f98b8ae20bf6005396c4b523a535031fac7c0ca23ced05,2026-09-05T16:49:26Z
data/rosters/FY2011-p040-passios.json,6322,24f664c3ee0fdf67c349a2d872bf356b97b2240ad9cb7803a9d295f54741c173,2026-09-05T16:49:27Z
data/rosters/FY2011-p040-passios.txt,4668,fbcd3122f96ca81d2b7b5ee4738f634ae455c85221bd2b81109f4348b27ba6ec,2026-09-05T16:49:27Z
data/rosters/FY2011-p042-turkey-hill.json,7163,c465550070cd9856f0a1390da206bd4985dd434ea2415c22557434055dfb259a,2026-09-05T16:49:27Z
data/rosters/FY2011-p042-turkey-hill.txt,4777,a84e857e9451f668a69759392f3defb94b960fe434d74cd74049020f6a0295a2,2026-09-05T16:49:28Z
data/rosters/FY2011-p043-high.json,1315,a3fe027cf6f125cdf11521339bb09e50405f8d1e8d8b5a08bbd51e8c0325167e,2026-09-05T16:49:28Z
data/rosters/FY2011-p043-high.txt,4808,6104ab2e87d6ae7ec2e393d5a984b3843d90a2691282a1c7a4f56987fde711bc,2026-09-05T16:49:29Z
data/rosters/FY2011-p044-high.json,2131,a55c74793a783bcd35a1eb4aca87fcf749ca56be8587b0eeda6569834f458b60,2026-09-05T16:49:34Z
data/rosters/FY2011-p044-high.txt,4464,6153cf18306219551a2563c3895778ca9383fa443cf4dc7f58396c87256cf873,2026-09-05T16:49:34Z
data/rosters/FY2011-p045-unknown.json,6916,212ca5a2139ac82e2e9960493e738882cabc3ed80f25bd19732fb0e670b65b94,2026-09-05T16:49:35Z
data/rosters/FY2011-p045-unknown.txt,3348,236685d25dae93bae1771fee87796e1ea143bb7c517b52263f029889362f29f2,2026-09-05T16:49:35Z
data/rosters/FY2012-p031-unknown.json,4568,a3dc66d317a5513782a2d72f39793eac3cfbc87e9e025a3f64efb2c0b1c2c732,2026-09-05T16:49:35Z
data/rosters/FY2012-p031-unknown.txt,3624,5598aec537c453fe2fc937ce91eb0577848f1249937359fda1c642b60f151be4,2026-09-05T16:49:35Z
data/rosters/FY2012-p035-unknown.json,8800,abbb3360223f0db93b5dc7d114ab5b19633274d2db31f7962a15664cec42aca0,2026-09-05T16:49:36Z
data/rosters/FY2012-p035-unknown.txt,4469,02f88aa4ad482250eed20c2c14493112ecb6fa032406f36a1e47d38303829c59,2026-09-05T16:49:36Z
data/rosters/FY2012-p037-turkey-hill.json,5572,36d5aa3524e413c56df0751fd3b16a1360f27ac062165ed4f3cdf9a6a23591ad,2026-09-05T16:49:42Z
data/rosters/FY2012-p037-turkey-hill.txt,5132,1f6b06fcd101c05c904d3dc0484545b4d734d6e22ba6771af1c72b8ac750b6ec,2026-09-05T16:49:42Z
data/rosters/FY2012-p038-high.json,2379,6ecefdca50fba3cda84b23d6926c5221ac8653a1ee062c0e988d64881f0ce511,2026-09-05T16:49:43Z
data/rosters/FY2012-p038-high.txt,4386,c0e22a747dac5fa1e8e90627c08e55a4ffaf2cd6e41b957b534dccda3848cc30,2026-09-05T16:49:43Z
data/rosters/FY2012-p040-unknown.json,8945,f9eef55f301035c53a6986218fe737440eb9a99dededa046f1474d6df13fea34,2026-09-05T16:49:43Z
data/rosters/FY2012-p040-unknown.txt,4180,9358d2bbedb1e697cb1a5b559ccf229f88b6f4debb6d9d5ff53b6379162f36e2,2026-09-05T16:49:44Z
data/rosters/FY2013-p037-primary.json,9492,4633b384f0a840665b3babd2bc83921d01698c5e04f6ae362ef3e372313b24f2,2026-09-05T16:49:44Z
data/rosters/FY2013-p037-primary.txt,4799,d06a25fdf52d0085d212e1d15717e20e8cea3a693a6116f6d8dc9359164da47b,2026-09-05T16:49:44Z
data/rosters/FY2013-p039-turkey-hill.json,6107,dfc00010256f5705c7741c76bdda80cb6426cf75f93aade267e1437c9f9cc729,2026-09-05T16:49:50Z
data/rosters/FY2013-p039-turkey-hill.txt,4788,b9b93a3b87489893395b7cca89c21af99d3066442620c955ba9899dcd1dc5183,2026-09-05T16:49:50Z
data/rosters/FY2013-p040-high.json,1415,579f7c4a5c8a3d63fc29e741ed9ba181be4ba05939e8fd146dd80cecc4599047,2026-09-05T16:49:51Z
data/rosters/FY2013-p040-high.txt,4495,49ccde48053904cd9d6efac353c6cab45567fa9b8aabdb8884b853d73862e731,2026-09-05T16:49:51Z
data/rosters/FY2013-p042-unknown.json,7948,8020801b37836ee4c1e0fa6ecf58b3d7fa634e20f4191ab1f202462cccc7389c,2026-09-05T16:49:51Z
data/rosters/FY2013-p042-unknown.txt,3709,3849aa8e2d2c72e2e9894aa999d5535bc4dc5e7496d034ddc571b0e759b2fbbd,2026-09-05T16:49:52Z
data/rosters/FY2013-p043-unknown.json,629,f6fbc46bbed845768e84c0e17df56234ea2c714cdc6341bb52eb681ce2c2089c,2026-09-05T16:49:52Z
data/rosters/FY2013-p043-unknown.txt,346,1b70cd1d978e97150690ed41d34bc0b80f5ff43c9fb739bd05931db5a4fa8236,2026-09-05T16:49:52Z
data/rosters/FY2014-p091-unknown.json,4077,70def85ca4b05db42a84e5d99ca4e4c43125caa106b47f2112e3a61da2b6b77f,2026-09-05T16:49:58Z
data/rosters/FY2014-p091-unknown.txt,5182,f4cdc2a32ea5f047e8e87def6546aba3aa190b6680a93b66eea885bc9b712a7a,2026-09-05T16:49:58Z
data/rosters/FY2014-p102-primary.json,9806,58a44cddce1ef4f54d737f71171d98ad45f7654cd0672127ffab99b12dc95033,2026-09-05T16:49:59Z
data/rosters/FY2014-p102-primary.txt,4931,a79a4242229f8e6d6e1a92db529362da14730382b69d6fc031a32da159a47365,2026-09-05T16:49:59Z
data/rosters/FY2014-p105-turkey-hill.json,8950,e48a8b9848973d89863f977ec7fb3feacb9e2c9e4a70048ac1a2326add9ad480,2026-09-05T16:49:59Z
data/rosters/FY2014-p105-turkey-hill.txt,6070,1cde84c404ac568fd53afa59181db3294e3a0c238672defc95c7ebe77c4faf4c,2026-09-05T16:50:00Z
data/rosters/FY2014-p109-high.json,7197,6d1225ec0fe8654e12187cd9679c846ad21f4830a6248426f224cc04366214e9,2026-09-05T16:50:00Z
data/rosters/FY2014-p109-high.txt,4645,e880a237d8d610453020e73ae731d72ef80de438401a662797dbb3c25e330071,2026-09-05T16:50:00Z
data/rosters/FY2014-p110-unknown.json,4201,f596a80cab75850fbe6d14b2ff5d04ea0ff04ec2d1d7dcc33a1347abf6ce36b7,2026-09-05T16:50:06Z
data/rosters/FY2014-p110-unknown.txt,2185,8e465b1d52e2913455db0e106ef0bd4de7417d8ba9ef344ac15e9ba6120fcff5,2026-09-05T16:50:06Z
data/rosters/FY2015-p099-unknown.json,4169,a1553fed1537e134c9da40004f6fbe3361e345b0534eb78552c40e249f3e367b,2026-09-05T16:50:07Z
data/rosters/FY2015-p099-unknown.txt,5072,74d5e6c00c2aefe40c4b44a972679ac84ea462ab5c08b5a51b3f396b267f3133,2026-09-05T16:50:07Z
data/rosters/FY2015-p107-primary.json,6717,c6152b7d14456af5d345a98459ee23c865272a9a5bd7e36816d0416279d175f1,2026-09-05T16:50:07Z
data/rosters/FY2015-p107-primary.txt,4760,260e2fd013db0e77e392e329895580773684d7c46a9592ca9edfaefdf8d1499c,2026-09-05T16:50:08Z
data/rosters/FY2015-p108-unknown.json,5665,e6ec8eca1796ac19cbab7602d3cd7ad827a64b73c33d27f8246f31f6fa1fd171,2026-09-05T16:50:08Z
data/rosters/FY2015-p108-unknown.txt,4164,e1ae7186ce8ced3fd0919af13071ed24f95a2ae97c6d60d7878f026a98b4869f,2026-09-05T16:50:08Z
data/rosters/FY2015-p110-unknown.json,4072,379100b4533045ea1a4fc857824cfa46d2c85379bc2b466ae6edeb75e6012cfb,2026-09-05T16:50:14Z
data/rosters/FY2015-p110-unknown.txt,6524,2cf34bce7ab8672d91bc70427fc15a1497eafa9fe02dd0c9f28cd9b553a3707a,2026-09-05T16:50:14Z
data/rosters/FY2015-p111-unknown.json,6706,07227f8e8d7da55ee04de06e77f8c2f2667018e7148b9d8ffc66c2781930415f,2026-09-05T16:50:15Z
